nombre,formato,precio,precio_ud/Kg/L,marca,categoria,subcategoria
refresco coca-cola zero azucar,2 botellas x 2 L,4.0,2.0,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero azucar,Botella 2 L,2.1,1.05,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero azucar,"2 botellas x 1,25 L",2.9,2.9,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero azucar,"Botella 1,25 L",1.49,1.192,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero azucar,4 botellas x 500 ml,5.4,0.0108,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero azucar,Botella 500 ml,1.49,2.98,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola light,9 latas x 330 ml,8.1,0.024545454545454544,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola light,Lata 330 ml,0.92,2.787878787878788,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero zero,12 latas x 330 ml,10.8,0.03272727272727273,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero zero,Lata 330 ml,0.92,2.787878787878788,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero zero,2 botellas x 2 L,4.0,2.0,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero zero,Botella 2 L,2.1,1.05,Coca-Cola,agua y refrescos,refresco de cola
refresco cola hacendado zero azucar,Botella 2 L,0.75,0.375,Hacendado,agua y refrescos,refresco de cola
refresco cola hacendado zero azucar,6 latas x 330 ml,1.98,0.006,Hacendado,agua y refrescos,refresco de cola
refresco cola hacendado zero azucar,Lata 330 ml,0.33,1.0,Hacendado,agua y refrescos,refresco de cola
refresco cola hacendado zero azucar zero cafeina,Botella 2 L,0.75,0.375,Hacendado,agua y refrescos,refresco de cola
refresco cola hacendado zero azucar zero cafeina,6 latas x 330 ml,1.98,0.006,Hacendado,agua y refrescos,refresco de cola
refresco cola hacendado zero azucar zero cafeina,Lata 330 ml,0.33,1.0,Hacendado,agua y refrescos,refresco de cola
refresco coca-cola zero zero,12 latas x 330 ml,10.8,0.03272727272727273,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero zero,Lata 330 ml,0.92,2.787878787878788,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero zero,2 botellas x 2 L,4.0,2.0,Coca-Cola,agua y refrescos,refresco de cola
refresco coca-cola zero zero,Botella 2 L,2.1,1.05,Coca-Cola,agua y refrescos,refresco de cola
refresco cola hacendado zero azucar zero cafeina,Botella 2 L,0.75,0.375,Hacendado,agua y refrescos,refresco de cola
refresco cola hacendado zero azucar zero cafeina,6 latas x 330 ml,1.98,0.006,Hacendado,agua y refrescos,refresco de cola
refresco cola hacendado zero azucar zero cafeina,Lata 330 ml,0.33,1.0,Hacendado,agua y refrescos,refresco de cola
refresco fanta limon,Botella 2 L,1.85,0.925,Fanta,agua y refrescos,refresco de naranja y de limón
refresco fanta limon,9 latas x 330 ml,6.93,0.020999999999999998,Fanta,agua y refrescos,refresco de naranja y de limón
refresco fanta limon,Lata 330 ml,0.8,2.4242424242424243,Fanta,agua y refrescos,refresco de naranja y de limón
refresco fanta limon zero azucares añadidos,8 latas x 330 ml,6.16,0.018666666666666668,Fanta,agua y refrescos,refresco de naranja y de limón
refresco fanta limon zero azucares añadidos,Lata 330 ml,0.8,2.4242424242424243,Fanta,agua y refrescos,refresco de naranja y de limón
refresco de limon hacendado fresh gas,Botella 2 L,0.95,0.475,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco de limon hacendado fresh gas,6 latas x 330 ml,2.22,0.006727272727272728,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco de limon hacendado fresh gas,Lata 330 ml,0.37,1.121212121212121,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco de limon hacendado zero azucar fresh gas,Botella 2 L,0.95,0.475,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco de limon hacendado zero azucar fresh gas,6 latas x 330 ml,2.22,0.006727272727272728,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco de limon hacendado zero azucar fresh gas,Lata 330 ml,0.37,1.121212121212121,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco limon schweppes original,8 latas x 330 ml,7.76,0.023515151515151513,Schweppes,agua y refrescos,refresco de naranja y de limón
refresco limon schweppes original,Lata 330 ml,0.97,2.939393939393939,Schweppes,agua y refrescos,refresco de naranja y de limón
refresco lima limon sprite,Botella 2 L,1.65,0.825,Sprite,agua y refrescos,refresco de naranja y de limón
refresco lima limon sprite,8 latas x 330 ml,4.88,0.014787878787878787,Sprite,agua y refrescos,refresco de naranja y de limón
refresco lima limon sprite,Lata 330 ml,0.65,1.9696969696969697,Sprite,agua y refrescos,refresco de naranja y de limón
refresco lima limon hacendado fresh gas,Botella 2 L,0.95,0.475,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco lima limon hacendado fresh gas,6 latas x 330 ml,2.22,0.006727272727272728,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco lima limon hacendado fresh gas,Lata 330 ml,0.37,1.121212121212121,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco lima limon hacendado zero azucar fresh gas,Botella 2 L,0.95,0.475,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco fanta naranja,2 botellas x 2 L,3.6,1.8,Fanta,agua y refrescos,refresco de naranja y de limón
refresco fanta naranja,Botella 2 L,1.85,0.925,Fanta,agua y refrescos,refresco de naranja y de limón
refresco fanta naranja,9 latas x 330 ml,6.93,0.020999999999999998,Fanta,agua y refrescos,refresco de naranja y de limón
refresco fanta naranja,Lata 330 ml,0.8,2.4242424242424243,Fanta,agua y refrescos,refresco de naranja y de limón
refresco fanta naranja zero azucares añadidos,Botella 2 L,1.85,0.925,Fanta,agua y refrescos,refresco de naranja y de limón
refresco fanta naranja zero azucares añadidos,8 latas x 330 ml,6.16,0.018666666666666668,Fanta,agua y refrescos,refresco de naranja y de limón
refresco fanta naranja zero azucares añadidos,Lata 330 ml,0.8,2.4242424242424243,Fanta,agua y refrescos,refresco de naranja y de limón
refresco de naranja hacendado fresh gas,Botella 2 L,0.95,0.475,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco de naranja hacendado fresh gas,6 latas x 330 ml,2.22,0.006727272727272728,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco de naranja hacendado fresh gas,Lata 330 ml,0.37,1.121212121212121,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco de naranja hacendado zero fresh gas,Botella 2 L,0.9,0.45,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco de naranja hacendado zero fresh gas,6 latas x 330 ml,2.22,0.006727272727272728,Hacendado,agua y refrescos,refresco de naranja y de limón
refresco de naranja hacendado zero fresh gas,Lata 330 ml,0.37,1.121212121212121,Hacendado,agua y refrescos,refresco de naranja y de limón
tonica original schweppes,8 latas x 330 ml,7.68,0.02327272727272727,Schweppes,agua y refrescos,tónica y bitter
tonica original schweppes,Lata 330 ml,0.99,3.0,Schweppes,agua y refrescos,tónica y bitter
tonica original schweppes,Botella 1 L,1.93,1.93,Schweppes,agua y refrescos,tónica y bitter
tonica original schweppes,6 botellines x 200 ml,6.15,0.030750000000000003,Schweppes,agua y refrescos,tónica y bitter
tonica original schweppes,Botellín 200 ml,1.09,5.45,Schweppes,agua y refrescos,tónica y bitter
tonica hacendado,6 latas x 330 ml,2.22,0.006727272727272728,Hacendado,agua y refrescos,tónica y bitter
tonica hacendado,Lata 330 ml,0.37,1.121212121212121,Hacendado,agua y refrescos,tónica y bitter
tonica zero calorias schweppes,8 latas x 330 ml,7.84,0.02375757575757576,Schweppes,agua y refrescos,tónica y bitter
tonica zero calorias schweppes,Lata 330 ml,0.99,3.0,Schweppes,agua y refrescos,tónica y bitter
bitter kas sin alcohol,8 latas x 330 ml,7.84,0.02375757575757576,Bitter Kas,agua y refrescos,tónica y bitter
bitter kas sin alcohol,Lata 330 ml,0.99,3.0,Bitter Kas,agua y refrescos,tónica y bitter
refresco te verde hacendado,"Botella 1,5 L",1.0,0.6666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor limon hacendado,"Botella 1,5 L",1.0,0.6666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor limon hacendado,6 ud. x 330 ml,3.0,0.00909090909090909,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor limon hacendado,Botella 330 ml,0.5,1.5151515151515151,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor limon hacendado para diluir,Caja 12 sobres (36 g),1.5,0.125,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor melocoton hacendado zero,"Botella 1,5 L",1.0,0.6666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor melocoton hacendado,"Botella 1,5 L",1.0,0.6666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor melocoton hacendado para diluir,Caja 12 sobres (36 g),1.5,0.125,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor mango y piña hacendado,"Botella 1,5 L",1.0,0.6666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor mango hacendado zero,"Botella 1,5 L",1.0,0.6666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor limon hacendado zero,"Botella 1,5 L",1.0,0.6666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te verde sabor maracuya y mango hacendado zero,"Botella 1,5 L",1.0,0.6666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
refresco te sabor limon fuze tea,"Botella 1,5 L",1.99,1.3266666666666667,Sabor,agua y refrescos,refresco de té y sin gas
refresco te sabor limon fuze tea,8 latas x 330 ml,6.8,0.020606060606060607,Sabor,agua y refrescos,refresco de té y sin gas
refresco te sabor limon fuze tea,Lata 330 ml,0.99,3.0,Sabor,agua y refrescos,refresco de té y sin gas
limonada natural don simon light sin gas,"Botella 1,5 L",1.15,0.7666666666666666,Don Simón,agua y refrescos,refresco de té y sin gas
refresco de naranja simon life sin gas,"Botella 1,5 L",1.7,1.1333333333333333,Simon Life,agua y refrescos,refresco de té y sin gas
refresco de naranja hacendado sin gas,"Botella 1,5 L",1.15,0.7666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
refresco de naranja sin gas,4 botellas x 330 ml,1.6,0.0048484848484848485,Desconocida,agua y refrescos,refresco de té y sin gas
refresco de naranja hacendado sin gas,Botella 330 ml,0.4,1.2121212121212122,Hacendado,agua y refrescos,refresco de té y sin gas
refresco fusion de frutas hacendado cero sin gas,"Botella 1,5 L",1.15,0.7666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
bebida florida sunny delight,"Botella 1,25 L",1.95,1.56,Sunny Delight,agua y refrescos,refresco de té y sin gas
refresco piña-coco hacendado cero sin gas,"Botella 1,5 L",1.15,0.7666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
agua de coco hacendado 100% natural,Brick 1 L,2.6,2.6,Hacendado,agua y refrescos,refresco de té y sin gas
refresco tropical hacendado sin gas,"Botella 1,5 L",1.2,0.7999999999999999,Hacendado,agua y refrescos,refresco de té y sin gas
limonada hacendado light sin gas,4 botellas x 330 ml,1.6,0.0048484848484848485,Hacendado,agua y refrescos,refresco de té y sin gas
limonada hacendado light sin gas,Botella 330 ml,0.4,1.2121212121212122,Hacendado,agua y refrescos,refresco de té y sin gas
refresco cherry up hacendado sin gas,"Botella 1,5 L",1.15,0.7666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
refresco berry lime hacendado sin gas,"Botella 1,5 L",1.15,0.7666666666666666,Hacendado,agua y refrescos,refresco de té y sin gas
aceitunas verdes rellenas de anchoa hacendado,3 botes x 150 g,3.15,0.020999999999999998,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes rellenas de anchoa hacendado,3 botes x 50 g,1.75,0.035,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes rellenas de anchoa hacendado,Bote 350 g (150 g escurrido),1.05,3.0000000000000004,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes sin hueso hacendado,Tarro 835 g (400 g escurrido),2.8,3.3532934131736525,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes rellenas de anchoa hacendado reducidas en sal,3 botes x 50 g,1.95,0.039,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes chupadedos huerta de barros partidas aliñadas,Tarro 980 g (600 g escurrido),3.4,3.4693877551020407,Huerta de Barros,aperitivos,aceitunas y encurtidos
aceitunas verdes gazpacha hacendado partidas,Tarro 835 g (500 g escurrido),2.5,2.9940119760479043,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes rellenas de anchoa hacendado,Bote 830 g (350 g escurrido),3.25,3.91566265060241,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes sin hueso hacendado,3 paquetes x 75 g,1.7,0.022666666666666665,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes estilo casero hacendado partidas aliñadas,Tarro 935 g (550 g escurrido),2.95,3.1550802139037435,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes sin hueso aliñadas hacendado,Tarro 420 g (200 g escurrido),1.9,4.523809523809524,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes rellenas de jalapeño hacendado,Bote 350 g (150 g escurrido),1.75,5.0,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes rellenas de pimiento asado hacendado,Bote 350 g (150 g escurrido),1.75,5.0,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes con hueso hacendado sabor anchoa,Tarro 935 g (530 g escurrido),2.95,3.1550802139037435,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes con hueso hacendado,Tarro 430 g (250 g escurrido),1.5,3.488372093023256,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes picadedos sin hueso hacendado aliñadas,Tarro 710 g (350 g escurrido),3.5,4.929577464788733,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas verdes rellenas de pepinillo hacendado,Tarro 315 g (150 g escurrido),2.95,9.365079365079366,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas negras sin hueso hacendado,Bote 350 g (150 g escurrido),1.05,3.0000000000000004,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas negras sin hueso hacendado,3 botes x 150 g,3.0,0.02,Hacendado,aperitivos,aceitunas y encurtidos
aceitunas negras de aragon campo nature,Tarro 200 g,2.5,12.5,Campo Nature,aperitivos,aceitunas y encurtidos
aceitunas negras en rodajas hacendado,4 botes x 37 g,2.0,0.05405405405405406,Hacendado,aperitivos,aceitunas y encurtidos
banderillas picantes hacendado,Tarro 345 g (160 g escurrido),1.7,4.9275362318840585,Hacendado,aperitivos,aceitunas y encurtidos
banderillas dulces hacendado,Tarro 345 g (160 g escurrido),1.7,4.9275362318840585,Hacendado,aperitivos,aceitunas y encurtidos
mix de encurtidos hacendado,Tarro 670 g (370 g escurrido),2.65,3.9552238805970146,Hacendado,aperitivos,aceitunas y encurtidos
"banderillas gildas hacendado pinchos de aceituna, anchoa y guindilla",Paquete 4 ud. (125 g),2.3,0.575,Hacendado,aperitivos,aceitunas y encurtidos
pepinillos pequeños hacendado,Tarro 420 g (230 g escurrido),1.5,3.5714285714285716,Hacendado,aperitivos,aceitunas y encurtidos
altramuces hacendado,Tarro 690 g (440 g escurrido),1.75,2.536231884057971,Hacendado,aperitivos,aceitunas y encurtidos
alcaparras hacendado,Tarro 135 g (80 g escurrido),1.35,10.0,Hacendado,aperitivos,aceitunas y encurtidos
cebolla roja olives garcia en vinagre,Bote 720 g (370 g escurrido),3.15,4.375,Olives García,aperitivos,aceitunas y encurtidos
picadillo de variantes hacendado,Tarro 420 g (250 g escurrido),2.1,5.0,Hacendado,aperitivos,aceitunas y encurtidos
cebollitas hacendado,Tarro 350 g (190 g escurrido),1.6,4.571428571428572,Hacendado,aperitivos,aceitunas y encurtidos
guindillas picantes hacendado,Tarro 290 g (130 g escurrido),1.55,5.344827586206897,Hacendado,aperitivos,aceitunas y encurtidos
ajos aliñados hacendado,Tarro 345 g (235 g escurrido),2.6,7.536231884057972,Hacendado,aperitivos,aceitunas y encurtidos
jalapeños picantes en vinagre hacendado,Tarro 135 g (60 g escurrido),1.65,12.222222222222221,Hacendado,aperitivos,aceitunas y encurtidos
mix de pepinillos y cebollitas hacendado,Tarro 670 g (370 g escurrido),1.9,2.835820895522388,Hacendado,aperitivos,aceitunas y encurtidos
piparra hacendado,Tarro 290 g (130 g escurrido),2.8,9.655172413793103,Hacendado,aperitivos,aceitunas y encurtidos
pepinillos agridulces hacendado,Tarro 670 g (360 g escurrido),1.6,2.388059701492537,Hacendado,aperitivos,aceitunas y encurtidos
pepinillos en vinagre hacendado,Tarro 420 g (230 g escurrido),1.5,3.5714285714285716,Hacendado,aperitivos,aceitunas y encurtidos
pepinillos agridulces hacendado,Tarro 400 g (205 g escurrido),1.75,4.375,Hacendado,aperitivos,aceitunas y encurtidos
berenjenas de almagro aliñada antonio,Tarro 680 g (350 g escurrido),3.59,5.279411764705881,Desconocida,aperitivos,aceitunas y encurtidos
nuez natural hacendado pelada,Paquete 200 g,2.75,13.75,Hacendado,aperitivos,frutos secos y fruta desecada
almendra natural hacendado,Paquete 200 g,2.5,12.5,Hacendado,aperitivos,frutos secos y fruta desecada
pistacho tostado hacendado con sal,Paquete 250 g,3.65,14.6,Hacendado,aperitivos,frutos secos y fruta desecada
pipas girasol tostadas hacendado gigante con sal,Paquete 200 g,1.2,5.999999999999999,Hacendado,aperitivos,frutos secos y fruta desecada
pistacho tostado hacendado 0% sal añadida,Paquete 250 g,3.65,14.6,Hacendado,aperitivos,frutos secos y fruta desecada
cacahuete frito con sal hacendado pelado,Paquete 250 g,1.0,4.0,Hacendado,aperitivos,frutos secos y fruta desecada
pipas girasol tostadas hacendado gigante aguasal,Paquete 200 g,1.2,5.999999999999999,Hacendado,aperitivos,frutos secos y fruta desecada
anacardo natural hacendado,Paquete 200 g,2.8,13.999999999999998,Hacendado,aperitivos,frutos secos y fruta desecada
palomitas de maiz con sal hacendado para microondas,Paquete 3 ud. (270 g),1.1,0.3666666666666667,Hacendado,aperitivos,frutos secos y fruta desecada
