nombre,formato,precio,precio_ud/Kg/L,marca,categoria,subcategoria
"crema facial revitaliza y reestructura sisbela reafirm deliplus con acido ribonucleico rna, acido desoxirribonucleico dna y silicio",Tarro 50 ml,5.0,100.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
hidratante facial bb cream deliplus 01 claro fps 20,Bote 50 ml,4.5,90.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
hidratante facial bb cream deliplus 02 medio fps 20,Bote 50 ml,4.5,90.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial dia antiarrugas regen skin deliplus,Tarro 50 ml,5.5,110.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial dragon's blood anti ox deliplus regeneradora fps 12,Tarro 50 ml,5.0,100.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial noche textura rica regen skin deliplus,Tarro 50 ml,5.5,110.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial fluida hidratante deliplus oil free,Tubo 50 ml,4.0,80.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial hidratante anti-rojeces deliplus sensitive con vitamina k ox,Tarro 50 ml,6.0,120.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
gel facial secante de imperfecciones deliplus oil free,Tubo 15 ml,4.25,283.33333333333337,Deliplus,cuidado facial y corporal,cuidado e higiene facial
gel crema facial revitalizante & iluminador anti ox deliplus con fps 50 y vitamina c,Tarro 50 ml,5.5,110.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial noche deliplus aclarante anti-manchas,Bote 50 ml,5.5,110.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial protectora anti-manchas deliplus fps 50+,Bote 50 ml,5.5,110.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
gel facial hidrata deliplus acido hialuronico,Tarro 50 ml,5.0,100.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial hidrata deliplus acido hialuronico y aloe vera,Tarro 50 ml,5.0,100.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
gel facial sebo-regulador deliplus matifica,Bote 50 ml,6.0,120.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial antiarrugas y reafirmante men care deliplus acido hialuronico y matrixyl,Bote 50 ml,5.0,100.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial retinal primeras arrugas prevent age skin deliplus,Tarro 50 ml,5.5,110.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema facial nutritiva redensificadora green caviar y colageno prevent age ski deliplus,Tarro 50 ml,5.5,110.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
lote facial sisbela reafirm deliplus,1 ud.,10.5,10.5,Deliplus,cuidado facial y corporal,cuidado e higiene facial
contorno de ojos antiarrugas e iluminador con silicio sisbela reafirm deliplus,Tarro 15 ml,4.5,300.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
serum reductor instantaneo de bolsas y ojeras deliplus sisbela reafirm,Caja 5 ampollas (10 ml),5.0,1.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
crema contorno de ojos y parpados dragon's blood deliplus anti ox,Bote 15 ml,4.5,300.0,Deliplus,cuidado facial y corporal,cuidado e higiene facial
capsulas para ojos regen skin deliplus,"Tarro 30 cápsulas (3,9 ml)",5.0,1282.0512820512822,Deliplus,cuidado facial y corporal,cuidado e higiene facial
parches para ojos de hidrogel deliplus con acido hialuronico y colageno,Paquete 2 ud.,1.75,0.875,Deliplus,cuidado facial y corporal,cuidado e higiene facial
parches para ojos de hidrogel hidratantes deliplus con aloe vera y centella asiatica,Paquete 2 ud.,1.75,0.875,Deliplus,cuidado facial y corporal,cuidado e higiene facial
perlas faciales q10 khanya concentrado reafirmante antiarrugas,Paquete 7 ud.,1.5,0.21428571428571427,Khanya,cuidado facial y corporal,cuidado e higiene facial
bandas de cera facial deliplus piel sensible,Caja 16 bandas,1.1,,Deliplus,cuidado facial y corporal,depilación
bandas de cera especial piernas deliplus piel sensible,Caja 20 bandas,1.4,,Deliplus,cuidado facial y corporal,depilación
crema depilatoria hombre deliplus piel normal,Bote 200 ml,2.8,13.999999999999998,Deliplus,cuidado facial y corporal,depilación
crema depilatoria mujer para el cuerpo deliplus piel sensible,Bote 200 ml,2.8,13.999999999999998,Deliplus,cuidado facial y corporal,depilación
crema decolorante rostro y cuerpo deliplus piel sensible,Caja 150 ml,3.5,23.333333333333336,Deliplus,cuidado facial y corporal,depilación
cera caliente en tarro deliplus piel sensible,Caja 1 tarro (250 g),4.1,16.4,Deliplus,cuidado facial y corporal,depilación
cera facial caliente en tarro deliplus piel sensible,Caja 1 tarro (100 g),3.75,37.5,Deliplus,cuidado facial y corporal,depilación
gel para depilar con cuchilla deliplus piel sensible,Bote 200 ml,2.6,13.0,Deliplus,cuidado facial y corporal,depilación
crema depilatoria facial deliplus piel sensible,Caja 20 ml,2.3,114.99999999999999,Deliplus,cuidado facial y corporal,depilación
pinza de cejas deliplus oblicua,Paquete 1 ud.,2.0,2.0,Deliplus,cuidado facial y corporal,depilación
pinza de cejas deliplus recta,Paquete 1 ud.,2.0,2.0,Deliplus,cuidado facial y corporal,depilación
maquinillas depilacion desechables deliplus body 2 hojas,Paquete 5 ud.,1.0,0.2,Deliplus,cuidado facial y corporal,depilación
maquinillas depilacion deliplus body 3 hojas,Paquete 4 ud.,2.15,0.5375,Deliplus,cuidado facial y corporal,depilación
maquinillas depilacion desechables gillette venus colors 3 hojas,Paquete 4 ud.,3.45,0.8625,Gillette,cuidado facial y corporal,depilación
maquinilla depilacion recargable gillette venus comfortglide breeze 3 hojas,Caja 1 ud.,7.95,7.95,Gillette,cuidado facial y corporal,depilación
recambios maquinilla depilacion gillette venus comfortglide breeze 3 hojas,Caja 4 ud.,10.8,2.7,Gillette,cuidado facial y corporal,depilación
recambios maquinilla depilacion wilkinson hydro silk 5 hojas,Caja 3 ud.,7.95,2.65,Wilkinson,cuidado facial y corporal,depilación
maquinilla depilacion recargable deliplus body system 6 hojas,Caja 1 ud.,5.0,5.0,Deliplus,cuidado facial y corporal,depilación
recambios maquinilla depilacion deliplus body system 6 hojas,Caja 3 ud.,4.7,1.5666666666666667,Deliplus,cuidado facial y corporal,depilación
cuchillas para perfilar cejas y vello facial deliplus,Paquete 3 ud.,2.8,0.9333333333333332,Deliplus,cuidado facial y corporal,depilación
desodorante roll-on aloe deliplus antitranspirante,50 ml,0.9,18.0,Deliplus,cuidado facial y corporal,desodorante
desodorante roll-on dermo extra control sanex antitranspirante,50 ml,2.35,47.0,Sanex,cuidado facial y corporal,desodorante
desodorante roll-on invisible black & white nivea antitranspirante,50 ml,2.35,47.0,Nivea,cuidado facial y corporal,desodorante
desodorante roll-on avena deliplus antitranspirante,50 ml,0.9,18.0,Deliplus,cuidado facial y corporal,desodorante
desodorante roll-on sensitive byly,50 ml,1.9,37.99999999999999,Byly,cuidado facial y corporal,desodorante
desodorante roll-on dermo sensitive sanex antitranspirante,50 ml,2.35,47.0,Sanex,cuidado facial y corporal,desodorante
desodorante roll-on invisible black & white nivea men antitranspirante,50 ml,2.35,47.0,Nivea Men,cuidado facial y corporal,desodorante
desodorante roll-on dry impact nivea men antitranspirante,50 ml,2.35,47.0,Nivea Men,cuidado facial y corporal,desodorante
desodorante stick original tulipan negro,100 ml,2.9,28.999999999999996,Tulipán Negro,cuidado facial y corporal,desodorante
desodorante roll-on active control sanex men antitranspirante,50 ml,2.35,47.0,Sanex,cuidado facial y corporal,desodorante
desodorante en crema piel delicada deliplus antitranspirante,75 ml,1.7,22.666666666666668,Deliplus,cuidado facial y corporal,desodorante
desodorante piedra de alumbre mineral deonat,60 g,2.2,36.66666666666667,Deonat,cuidado facial y corporal,desodorante
desodorante roll-on original dove antitranspirante,50 ml,2.5,50.0,Dove,cuidado facial y corporal,desodorante
desodorante roll-on zero sanex,50 ml,2.35,47.0,Sanex,cuidado facial y corporal,desodorante
desodorante stick deo bambu deliplus antimanchas,50 ml,1.9,37.99999999999999,Deliplus,cuidado facial y corporal,desodorante
desodorante roll-on invisible deliplus antitranspirante,50 ml,0.9,18.0,Deliplus,cuidado facial y corporal,desodorante
desodorante roll-on invisible men deliplus antitranspirante,50 ml,0.9,18.0,Deliplus,cuidado facial y corporal,desodorante
desodorante roll-on fashion seda deliplus antitranspirante,50 ml,0.9,18.0,Deliplus,cuidado facial y corporal,desodorante
desodorante aloe deliplus antitranspirante,Spray 200 ml,1.7,8.5,Deliplus,cuidado facial y corporal,desodorante
desodorante aqua deliplus antimanchas,Spray 200 ml,1.7,8.5,Deliplus,cuidado facial y corporal,desodorante
desodorante power deliplus antimanchas,Spray 200 ml,1.7,8.5,Deliplus,cuidado facial y corporal,desodorante
desodorante invisible black + white rexona antimanchas,Spray 200 ml,2.9,14.499999999999998,Rexona,cuidado facial y corporal,desodorante
desodorante invisible ice fresh rexona men antitranspirante y antimanchas,Spray 200 ml,2.9,14.499999999999998,Rexona,cuidado facial y corporal,desodorante
desodorante original dove antitranspirante,Spray 200 ml,3.55,17.749999999999996,Dove,cuidado facial y corporal,desodorante
desodorante invisible black & white nivea,Spray 200 ml,2.95,14.75,Nivea,cuidado facial y corporal,desodorante
desodorante invisible deliplus antitranspirante,Spray 200 ml,1.7,8.5,Deliplus,cuidado facial y corporal,desodorante
desodorante seda deliplus antitranspirante,Spray 200 ml,1.7,8.5,Deliplus,cuidado facial y corporal,desodorante
desodorante invisible black & white nivea men antitranspirante,Spray 200 ml,2.95,14.75,Nivea Men,cuidado facial y corporal,desodorante
desodorante invisible men deliplus antitranspirante y antimanchas,Spray 200 ml,1.7,8.5,Deliplus,cuidado facial y corporal,desodorante
desodorante perfume fashion deliplus antitranspirante,Spray 200 ml,1.7,8.5,Deliplus,cuidado facial y corporal,desodorante
desodorante dark temptation axe essentiel,Spray 200 ml,3.35,16.75,Axe,cuidado facial y corporal,desodorante
desodorante cobalt dry rexona men antitranspirante,Spray 200 ml,2.9,14.499999999999998,Rexona,cuidado facial y corporal,desodorante
desodorante dermo extra control sanex antitranspirante,Spray 200 ml,2.9,14.499999999999998,Sanex,cuidado facial y corporal,desodorante
desodorante avena deliplus antitranspirante,Spray 200 ml,1.7,8.5,Deliplus,cuidado facial y corporal,desodorante
desodorante lactovit anti irritaciones,Spray 200 ml,2.75,13.75,Lactovit,cuidado facial y corporal,desodorante
desodorante aloe deliplus antitranspirante,Spray 75 ml,1.5,20.0,Deliplus,cuidado facial y corporal,desodorante
desodorante zero sanex,Spray 200 ml,2.9,14.499999999999998,Sanex,cuidado facial y corporal,desodorante
desodorante dark deliplus antimanchas,Spray 200 ml,1.7,8.5,Deliplus,cuidado facial y corporal,desodorante
desodorante para pies en polvo deliplus antitranspirante,Bote 75 g,2.0,26.666666666666668,Deliplus,cuidado facial y corporal,desodorante
desodorante para pies fresh & dry deliplus antitranspirante,Spray 150 ml,2.0,13.333333333333334,Deliplus,cuidado facial y corporal,desodorante
gel de baño frutal deliplus piel normal,Botella 1 L,1.05,1.05,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño oliva deliplus piel seca,Botella 750 ml,1.6,2.1333333333333333,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño frescor azul deliplus piel normal,Botella 750 ml,1.1,1.4666666666666668,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño hidratante natural honey,Botella 900 ml,2.85,3.1666666666666665,Natural Honey,cuidado facial y corporal,gel y jabón de manos
gel-champu de baño 2 en 1 dermoprotector deliplus para cuerpo y cabello,Botella 250 ml,1.0,4.0,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño avena deliplus piel sensible,Botella 750 ml,1.6,2.1333333333333333,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño dove 0% sulfato,Botella 720 ml,3.95,5.486111111111112,Dove,cuidado facial y corporal,gel y jabón de manos
envase rellenable deliplus tamaño viaje,Botella 100 ml,0.9,9.0,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño con sales minerales la toja,Botella 600 ml,2.95,4.916666666666667,La Toja,cuidado facial y corporal,gel y jabón de manos
gel de baño classic original magno,Botella 600 ml,3.7,6.166666666666667,Magno,cuidado facial y corporal,gel y jabón de manos
gel de baño argan deliplus piel muy seca,Botella 500 ml,1.5,3.0,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño nutritivo lactovit piel normal y seca,Botella 750 ml,2.95,3.9333333333333336,Lactovit,cuidado facial y corporal,gel y jabón de manos
gel de baño hidratante y protector sanex para todo tipo de piel,Botella 850 ml,3.9,4.588235294117647,Sanex,cuidado facial y corporal,gel y jabón de manos
gel de baño 10% urea deliplus piel aspera y deshidratada,Botella 500 ml,2.0,4.0,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel aceite de baño deliplus piel atopica,Botella 500 ml,3.5,7.0,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño exfoliante te chai deliplus piel normal,Botella 500 ml,2.5,5.0,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño marino y cedro deliplus piel normal,Botella 750 ml,1.6,2.1333333333333333,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño vainilla y miel deliplus piel normal,Botella 750 ml,1.6,2.1333333333333333,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño coco y lichi deliplus piel normal,Botella 750 ml,1.6,2.1333333333333333,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño ambar y vetiver deliplus piel normal,Botella 750 ml,1.6,2.1333333333333333,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño granada y frutos silvestres deliplus piel normal,Botella 750 ml,1.6,2.1333333333333333,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de baño tiernos recuerdos deliplus piel normal,Botella 750 ml,1.6,2.1333333333333333,Deliplus,cuidado facial y corporal,gel y jabón de manos
jabon de manos en pastilla beauty cream bar dove,Paquete 4 ud. (360 g),3.5,0.875,Dove,cuidado facial y corporal,gel y jabón de manos
jabon de manos en pastilla natural original heno de pravia,Paquete 2 ud. (230 g),2.5,1.25,Heno de Pravia,cuidado facial y corporal,gel y jabón de manos
jabon de manos en pastilla glicerina 100% natural deliplus,Pastilla 125 g,1.1,8.8,Deliplus,cuidado facial y corporal,gel y jabón de manos
jabon de manos dermoprotector deliplus,Bote 500 ml,0.9,1.8,Deliplus,cuidado facial y corporal,gel y jabón de manos
jabon de manos avena deliplus liquido,Bote 500 ml,1.4,2.8,Deliplus,cuidado facial y corporal,gel y jabón de manos
jabon de manos kids deliplus liquido,Bote 500 ml,1.4,2.8,Deliplus,cuidado facial y corporal,gel y jabón de manos
jabon de manos tiernos recuerdos deliplus,Bote 500 ml,1.4,2.8,Deliplus,cuidado facial y corporal,gel y jabón de manos
gel de manos hidroalcoholico 80% alcohol deliplus antiseptico sin aclarado,Bote 75 ml,1.2,16.0,Deliplus,cuidado facial y corporal,gel y jabón de manos
recarga jabon de manos dermoprotector deliplus,Paquete 1 L,1.5,1.5,Deliplus,cuidado facial y corporal,gel y jabón de manos
jabon de manos neutraliza olores deliplus,Bote 500 ml,1.8,3.6,Deliplus,cuidado facial y corporal,gel y jabón de manos
esponjas de baño con jabon deliplus,Paquete 10 ud.,1.2,0.12,Deliplus,cuidado facial y corporal,gel y jabón de manos
esponja de baño flor deliplus exfoliacion suave,Paquete 1 ud.,0.85,0.85,Deliplus,cuidado facial y corporal,gel y jabón de manos
esponja de baño doble accion suave masaje deliplus,Paquete 2 ud.,1.3,0.65,Deliplus,cuidado facial y corporal,gel y jabón de manos
esponja de baño suave deliplus,Paquete 2 ud.,1.3,0.65,Deliplus,cuidado facial y corporal,gel y jabón de manos
esponja de baño vegetal fibras naturales deliplus,Paquete 1 ud.,1.4,1.4,Deliplus,cuidado facial y corporal,gel y jabón de manos
esponja de baño rizo suave deliplus,Paquete 2 ud.,1.3,0.65,Deliplus,cuidado facial y corporal,gel y jabón de manos
esponja de baño dermo agua deliplus,Paquete 1 ud.,1.5,1.5,Deliplus,cuidado facial y corporal,gel y jabón de manos
guante de crin exfoliante deliplus,Paquete 1 ud.,2.15,2.15,Deliplus,cuidado facial y corporal,gel y jabón de manos
esponja de baño infantil disney,Paquete 1 ud.,1.9,1.9,Desconocida,cuidado facial y corporal,gel y jabón de manos
toalla turbante seca pelo microfibra deliplus,1 ud.,2.7,2.7,Deliplus,cuidado facial y corporal,gel y jabón de manos
dentifrico triple accion colgate menta intensa,Tubo 100 ml,1.95,19.5,Colgate,cuidado facial y corporal,higiene bucal
dentifrico pro-expert oral-b sabor menta especiada,Tubo 75 ml,2.95,39.333333333333336,Oral-B,cuidado facial y corporal,higiene bucal
dentifrico total original colgate,Tubo 75 ml,2.9,38.666666666666664,Colgate,cuidado facial y corporal,higiene bucal
dentifrico blanqueador bicarbonato signal,Tubo 100 ml,1.85,18.5,Signal,cuidado facial y corporal,higiene bucal
dentifrico proteccion caries colgate,Tubo 100 ml,1.95,19.5,Colgate,cuidado facial y corporal,higiene bucal
dentifrico bicarbonato blanqueador deliplus,Tubo 100 ml,1.1,11.0,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico repair & protect sensodyne,Tubo 75 ml,4.8,64.0,Sensodyne,cuidado facial y corporal,higiene bucal
dentifrico blanqueante sensodyne,Tubo 75 ml,3.95,52.66666666666667,Sensodyne,cuidado facial y corporal,higiene bucal
dentifrico max white one colgate,Tubo 75 ml,2.65,35.333333333333336,Colgate,cuidado facial y corporal,higiene bucal
dentifrico max fresh colgate sabor menta fresca,Tubo 100 ml,2.6,26.0,Colgate,cuidado facial y corporal,higiene bucal
dentifrico fresh gel deliplus menta extra refrescante,Tubo 100 ml,1.1,11.0,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico herbal deliplus,Tubo 100 ml,1.1,11.0,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico encias protect deliplus,Tubo 100 ml,1.7,17.0,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico dental pearl deliplus blanqueador,Tubo 100 ml,1.95,19.5,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico 3 action deliplus,Tubo 100 ml,1.1,11.0,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico anticaries deliplus,Tubo 100 ml,1.05,10.5,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico infantil + 2 años deliplus,Tubo 75 ml,1.0,13.333333333333334,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico sensitive deliplus con hidroxiapatita,Tubo 100 ml,1.5,15.0,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico infantil +6 años deliplus menta suave,Tubo 75 ml,1.0,13.333333333333334,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico infantil +6 años deliplus sabor gominola,Tubo 75 ml,1.0,13.333333333333334,Deliplus,cuidado facial y corporal,higiene bucal
dentifrico reparacion activa de encias parodontax menta fresca,Tubo 75 ml,4.95,66.0,Parodontax,cuidado facial y corporal,higiene bucal
kit de viaje higiene dental deliplus 3 action,1 ud.,2.35,2.35,Deliplus,cuidado facial y corporal,higiene bucal
cepillo dental medio deliplus,Paquete 3 ud.,1.1,0.3666666666666667,Deliplus,cuidado facial y corporal,higiene bucal
cepillo dental suave deliplus,Paquete 3 ud.,1.1,0.3666666666666667,Deliplus,cuidado facial y corporal,higiene bucal
cepillo dental duro deliplus,Paquete 3 ud.,1.1,0.3666666666666667,Deliplus,cuidado facial y corporal,higiene bucal
cepillo dental sensitive deliplus encias y dientes sensibles,Paquete 1 ud.,1.3,1.3,Deliplus,cuidado facial y corporal,higiene bucal
cepillo dental infantil deliplus,Paquete 1 ud.,0.9,0.9,Deliplus,cuidado facial y corporal,higiene bucal
recambios cepillo dental electrico deliplus tamaño medio,Paquete 2 ud.,3.75,1.875,Deliplus,cuidado facial y corporal,higiene bucal
cepillo dental especial ortodoncia deliplus,Paquete 1 ud.,1.9,1.9,Deliplus,cuidado facial y corporal,higiene bucal
recambios cepillo dental electrico oral-b pro precision clean,Paquete 4 ud.,14.5,3.625,Oral-B,cuidado facial y corporal,higiene bucal
recambios cepillo dental electrico sensitive deliplus tamaño medio,Paquete 2 ud.,3.75,1.875,Deliplus,cuidado facial y corporal,higiene bucal
cepillo dental medio deliplus + action,Paquete 1 ud.,1.5,1.5,Deliplus,cuidado facial y corporal,higiene bucal
cepillo dental electrico oral-b vitality pro precision clean,Caja 1 ud.,24.0,24.0,Oral-B,cuidado facial y corporal,higiene bucal
kit de viaje higiene dental deliplus 3 action,1 ud.,2.35,2.35,Deliplus,cuidado facial y corporal,higiene bucal
enjuague bucal total action deliplus,Botella 500 ml,1.35,2.7,Deliplus,cuidado facial y corporal,higiene bucal
enjuague bucal fresh 0% alcohol deliplus,Botella 500 ml,1.35,2.7,Deliplus,cuidado facial y corporal,higiene bucal
cepillos interdentales extrafinos conicos deliplus,Paquete 6 ud.,1.5,0.25,Deliplus,cuidado facial y corporal,higiene bucal
enjuague bucal explosion action deliplus,Botella 500 ml,1.35,2.7,Deliplus,cuidado facial y corporal,higiene bucal
enjuague bucal blanqueador bicarbonato deliplus zero alcohol,Botella 500 ml,1.5,3.0,Deliplus,cuidado facial y corporal,higiene bucal
crema adhesiva para protesis dentales benfix sin sabor,Tubo 50 g,3.5,70.0,Benfix,cuidado facial y corporal,higiene bucal
spray bucal refrescante deliplus,Bote 10 ml,2.0,200.0,Deliplus,cuidado facial y corporal,higiene bucal
cepillos interdentales finos conicos deliplus,Paquete 6 ud.,1.5,0.25,Deliplus,cuidado facial y corporal,higiene bucal
enjuague bucal proteccion dientes y encias listerine menta,Botella 500 ml,5.5,11.0,Listerine,cuidado facial y corporal,higiene bucal
hilo dental con cera y sabor menta,Paquete 2 ud.,1.8,0.9,Sabor,cuidado facial y corporal,higiene bucal
enjuague bucal cuidado total listerine menta,Botella 500 ml,5.5,11.0,Listerine,cuidado facial y corporal,higiene bucal
enjuague bucal clorhexidina gingival deliplus zero alcohol,Botella 500 ml,2.0,4.0,Deliplus,cuidado facial y corporal,higiene bucal
enjuague bucal kids deliplus zero alcohol,Botella 500 ml,1.4,2.8,Deliplus,cuidado facial y corporal,higiene bucal
tabletas limpiadoras protesis dentales benfix y ortodoncias,Caja 32 ud.,2.45,0.0765625,Benfix,cuidado facial y corporal,higiene bucal
arcos dentales para higiene interdental deliplus,Caja 60 ud.,1.8,0.030000000000000002,Deliplus,cuidado facial y corporal,higiene bucal
cepillos interdentales micro deliplus,Paquete 6 ud.,1.5,0.25,Deliplus,cuidado facial y corporal,higiene bucal
compresa sin alas normal deliplus classic,Paquete 26 ud.,1.1,0.04230769230769231,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas noche plegada deliplus classic,Paquete 10 ud.,1.4,0.13999999999999999,Deliplus,cuidado facial y corporal,higiene íntima
compresa sin alas de incontinencia deliplus maxi,Paquete 12 ud.,3.15,0.2625,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas normal deliplus suave,Paquete 32 ud.,2.15,0.0671875,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas noche deliplus suave,Paquete 10 ud.,1.15,0.11499999999999999,Deliplus,cuidado facial y corporal,higiene íntima
compresa sin alas de incontinencia deliplus extra,Paquete 20 ud.,3.35,0.1675,Deliplus,cuidado facial y corporal,higiene íntima
compresa sin alas normal plegada deliplus classic,Paquete 20 ud.,1.2,0.06,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas super deliplus suave,Paquete 28 ud.,2.15,0.07678571428571428,Deliplus,cuidado facial y corporal,higiene íntima
compresa sin alas super plegada deliplus classic,Paquete 16 ud.,1.4,0.0875,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas normal evax cotton like fresh,Paquete 32 ud.,4.5,0.140625,Evax,cuidado facial y corporal,higiene íntima
compresa con alas normal deliplus dry,Paquete 32 ud.,2.15,0.0671875,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas super deliplus dry,Paquete 28 ud.,2.15,0.07678571428571428,Deliplus,cuidado facial y corporal,higiene íntima
compresa sin alas de incontinencia deliplus normal,Paquete 24 ud.,3.35,0.13958333333333334,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas super evax cotton like fresh,Paquete 24 ud.,4.2,0.17500000000000002,Evax,cuidado facial y corporal,higiene íntima
compresa con alas noche ausonia,Paquete 16 ud.,2.95,0.184375,Ausonia,cuidado facial y corporal,higiene íntima
compresa sin alas normal deliplus suave,Paquete 32 ud.,2.15,0.0671875,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas normal ausonia,Paquete 24 ud.,2.95,0.12291666666666667,Ausonia,cuidado facial y corporal,higiene íntima
compresa con alas super ausonia,Paquete 20 ud.,2.95,0.14750000000000002,Ausonia,cuidado facial y corporal,higiene íntima
compresa sin alas super deliplus suave,Paquete 28 ud.,2.15,0.07678571428571428,Deliplus,cuidado facial y corporal,higiene íntima
compresa sin alas de incontinencia deliplus mini,Paquete 30 ud.,3.35,0.11166666666666666,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas normal deliplus suave,Paquete 10 ud.,1.0,0.1,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas normal deliplus cotton,Paquete 32 ud.,3.4,0.10625,Deliplus,cuidado facial y corporal,higiene íntima
compresa con alas super deliplus cotton,Paquete 28 ud.,3.4,0.12142857142857143,Deliplus,cuidado facial y corporal,higiene íntima
compresa sin alas de incontinencia deliplus maxi night,Paquete 10 ud.,3.15,0.315,Deliplus,cuidado facial y corporal,higiene íntima
compresa sin alas normal evax cotton like,Paquete 20 ud.,2.85,0.14250000000000002,Evax,cuidado facial y corporal,higiene íntima
protegeslip normal deliplus suave,Caja 72 ud.,1.85,0.025694444444444447,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip y compresa 2 en 1 deliplus suave,Caja 24 ud.,1.65,0.06874999999999999,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip maxi deliplus suave,Caja 60 ud.,2.25,0.0375,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip normal evax,Caja 96 ud.,3.5,0.036458333333333336,Evax,cuidado facial y corporal,higiene íntima
protegeslip normal plegado deliplus suave,Caja 28 ud.,1.1,0.03928571428571429,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip cotton flexiform carefree regular + tanga,Caja 30 ud.,1.95,0.065,Carefree,cuidado facial y corporal,higiene íntima
protegeslip ultrafino deliplus fresh,Caja 34 ud.,1.25,0.03676470588235294,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip tanga deliplus fresh,Caja 30 ud.,1.25,0.041666666666666664,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip micro deliplus fresh,Caja 44 ud.,2.0,0.045454545454545456,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip de incontinencia deliplus pequeño,Caja 34 ud.,3.1,0.0911764705882353,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip normal deliplus dry,Caja 70 ud.,2.1,0.030000000000000002,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip maxi deliplus dry,Caja 60 ud.,2.5,0.041666666666666664,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip normal deliplus cotton,Caja 30 ud.,1.7,0.056666666666666664,Deliplus,cuidado facial y corporal,higiene íntima
protegeslip maxi deliplus cotton,Caja 28 ud.,1.8,0.0642857142857143,Deliplus,cuidado facial y corporal,higiene íntima
tampones super tampax compak con aplicador,Caja 32 ud.,5.75,0.1796875,Tampax,cuidado facial y corporal,higiene íntima
tampones super plus tampax compak con aplicador,Caja 26 ud.,5.75,0.22115384615384615,Tampax,cuidado facial y corporal,higiene íntima
