nombre,formato,precio,precio_ud/Kg/L,marca,categoria
vino rosado de mesa brik 1 l,brik 1 l,1.59,1.59,PEÑASOL,bebidas
vino tinto bag&box 3 l,x 3,5.99,2.0,PEÑASOL,bebidas
vino tinto de mesa brik 1 l,brik 1 l,1.59,1.59,PEÑASOL,bebidas
"espumoso blue moscato 0,75 l","0,75 l",2.25,3.0,PLATINO,bebidas
"vino blanco joven botella 0,75 l","botella 0,75 l",2.25,3.0,PLUVIUM,bebidas
"bebida malta botella 0,33 l","botella 0,33 l",1.49,4.52,PONY,bebidas
"vino tinto 10 meses d.o. ribera del duero 0,75 l","0,75 l",10.95,14.6,PORTIA,bebidas
"vino tinto roble d.o.ribera del duero 0,75 l","0,75 l",8.75,11.67,PORTIA,bebidas
"bebida isotonica golden mango 0,5 l","0,5 l",1.49,2.98,POWERADE,bebidas
"bebida isotonica ice storm botella 0,5 l","botella 0,5 l",1.49,2.98,POWERADE,bebidas
"vino tinto 10 meses d.o.ribera del duero 0,75 l","0,75 l",8.99,11.99,PRADOREY,bebidas
"ginebra citrica 0,7 l","0,7 l",7.49,10.7,PREMIUM 38,bebidas
"bebida isotonica frambuesa pet 0,5 l","0,5 l",2.99,5.98,PRIME,bebidas
"bebida isotonica naranja pet 0,5 l","0,5 l",2.99,5.98,PRIME,bebidas
"vino blanco verdejo d.o.rueda 0,75 l","0,75 l",7.9,10.53,PROTOS,bebidas
"vino tinto crianza d.o.ribera del duero 0,75 l","0,75 l",18.95,25.27,PROTOS,bebidas
"vino tinto reserva d.o.ribera del duero 0,75 l","0,75 l",30.95,41.27,PROTOS,bebidas
"vino tinto roble d.o.ribera del duero 0,75 l","0,75 l",9.9,13.2,PROTOS,bebidas
"vino tinto d.o. ribera del duero 0,75 l","0,75 l",12.9,17.2,PRUNO,bebidas
"whisky escoces 0,7 l","0,7 l",6.15,8.79,R.BROTHERS,bebidas
"vino tinto crianza d.o.rioja 0,75 l","0,75 l",10.15,13.53,RAMON BILBAO,bebidas
"bebida energetica lata 0,25 l","lata 0,25 l",1.59,6.36,RED BULL,bebidas
"bebida energetica lata 0,35 l","lata 0,35 l",2.09,5.97,RED BULL,bebidas
"bebida energetica light lata 0,25 l","lata 0,25 l",1.59,6.36,RED BULL,bebidas
"bebida energetica manzana y jengibre 0,25 l","0,25 l",1.59,6.36,RED BULL,bebidas
"bebida energetica sandia lata 0,25 l","lata 0,25 l",1.0,4.0,RED BULL,bebidas
"bebida energetica zero lata 0,25 l","lata 0,25 l",1.0,4.0,RED BULL,bebidas
"moscatel espumoso 0,75 l","0,75 l",4.45,5.93,REYMOS,bebidas
"aperitivo de anis 0,7 l","0,7 l",12.8,18.29,RICARD,bebidas
vino blanco de mesa botella 1 l,botella 1 l,1.75,1.75,ROIXELA,bebidas
vino blanco de mesa brik 1 l,brik 1 l,0.9,0.9,ROIXELA,bebidas
vino rosado de mesa botella 1 l,botella 1 l,1.75,1.75,ROIXELA,bebidas
vino rosado de mesa brik 1 l,brik 1 l,1.05,1.05,ROIXELA,bebidas
vino tinto de mesa botella 1 l,botella 1 l,1.75,1.75,ROIXELA,bebidas
vino tinto de mesa brik 1 l,brik 1 l,1.0,1.0,ROIXELA,bebidas
"cerveza lata 0,33 l","lata 0,33 l",0.89,2.7,ROSA BLANCA,bebidas
"tequila 0,7 l","0,7 l",19.9,28.43,ROSE,bebidas
"gin fresa tonic botella 0,33 l","botella 0,33 l",1.15,3.48,ROSEE,bebidas
"gin strawberry botella pet 0,7 l","0,7 l",8.99,12.84,ROSEE,bebidas
"mixer berry lata 0,25 l","lata 0,25 l",0.75,3.0,ROYAL BLISS,bebidas
"crema orujo 0,7 l","0,7 l",13.3,19.0,RUAVIEJA,bebidas
"licor de hierbas 0,7 l","0,7 l",10.55,15.07,RUAVIEJA,bebidas
agua mineral  con gas botella pet 1 l,1 l,1.39,1.39,S.PELLEGRINO,bebidas
vino dulce kina 1 l,1 l,6.35,6.35,SAN CLEMENTE,bebidas
"cerveza botella cristal  pack de 12 12 x 0,25 l",12 x 0,6.84,2.28,SAN MIGUEL,bebidas
cerveza botella cristal 1 l,1 l,1.89,1.89,SAN MIGUEL,bebidas
"cerveza lata 0,33 l","lata 0,33 l",0.5,1.51,SAN MIGUEL,bebidas
"cerveza tostada 0,0 lata 0,33 l","lata 0,33 l",0.75,2.27,SAN MIGUEL,bebidas
"cerveza sin alcohol 0,0 lata 0,33 l","lata 0,33 l",0.73,2.21,SAN MIGUEL,bebidas
"cerveza sin alcohol 0,0 pack de 6 botellas 6 x 0,25 l",pack de 6 botellas,3.36,2.24,SAN MIGUEL,bebidas
"vino blanco aguja espumoso 0,75 l","0,75 l",4.99,6.66,SANDARA,bebidas
"vino rosado aguja espumoso 0,75 l","0,75 l",4.99,6.66,SANDARA,bebidas
vino rosado aguja espumoso 250 ml,250 ml,2.0,8.0,SANDARA,bebidas
"tinto de verano clasico botella pet 1,5 l","1,5 l",1.99,1.33,SANDEVID,bebidas
"tinto de verano limon 0,0%azucar 0,0%alcohol 1,5 l","1,5 l",1.79,1.2,SANDEVID,bebidas
"tinto de verano limon botella pet 1,5 l","1,5 l",1.99,1.33,SANDEVID,bebidas
"vino tinto d.o.cataluña 0,75 l","0,75 l",4.9,6.53,SANGRE TORO,bebidas
"soda sifon botella 1,5 l","botella 1,5 l",1.6,1.07,SANI,bebidas
"cerveza abadia blond botella 0,33 l","botella 0,33 l",1.79,5.42,SANT MICHEL,bebidas
"cerveza abadia brown botella 0,33 l","botella 0,33 l",1.79,5.42,SANT MICHEL,bebidas
"ron botella 0,7 l","botella 0,7 l",15.99,22.84,SANTA TERESA,bebidas
"ginger ale lata 0,25 l","lata 0,25 l",0.89,3.56,SCHWEPPES,bebidas
"refresco limon lata 0,33 l","lata 0,33 l",0.97,2.94,SCHWEPPES,bebidas
"refresco limon pet 1,5 l","1,5 l",1.5,1.0,SCHWEPPES,bebidas
"refresco limon zero lata 0,33 l","lata 0,33 l",0.97,2.94,SCHWEPPES,bebidas
"refresco mandarina zero lima, naranja y pomelo 0,33 l","0,33 l",0.97,2.94,SCHWEPPES,bebidas
"refresco naranja zero lata 0,33 l","lata 0,33 l",0.97,2.94,SCHWEPPES,bebidas
"refresco pomelo lata 0,33 l","lata 0,33 l",0.97,2.94,SCHWEPPES,bebidas
tonica botella 1 l,botella 1 l,1.99,1.99,SCHWEPPES,bebidas
"tonica botella vidrio 0,2 l","0,2 l",1.09,5.45,SCHWEPPES,bebidas
"tonica hibiscus botellin vidrio 0,2 l","0,2 l",1.78,8.9,SCHWEPPES,bebidas
"tonica lata 0,25 l","lata 0,25 l",0.89,3.56,SCHWEPPES,bebidas
"tonica lata 0,33 l","lata 0,33 l",0.99,3.0,SCHWEPPES,bebidas
"tonica limon lata 0,33 l","lata 0,33 l",0.99,3.0,SCHWEPPES,bebidas
"tonica pink zero lata 0,33 l","lata 0,33 l",0.99,3.0,SCHWEPPES,bebidas
"tonica toque lima botellin vidrio 0,2 l","0,2 l",1.78,8.9,SCHWEPPES,bebidas
tonica zero botella 1 l,botella 1 l,1.99,1.99,SCHWEPPES,bebidas
"tonica zero lata 0,33 l","lata 0,33 l",0.99,3.0,SCHWEPPES,bebidas
"ginebra 0,7 l","0,7 l",17.5,25.0,SEAGRAM´S,bebidas
"vino tinto petit verdot vino de autor 0,75 l","0,75 l",3.99,5.32,SEDA,bebidas
"cava brut reserva d.o.cava 0,75 l","0,75 l",9.69,12.92,SEG.VIUDAS,bebidas
"refresco lima limon zero lata 0,33 l","lata 0,33 l",0.59,1.79,SEVEN UP,bebidas
refresco lima-limon botella 2 l,botella 2 l,1.39,0.7,SEVEN UP,bebidas
"refresco lima-limon lata 0,33 l","lata 0,33 l",0.59,1.79,SEVEN UP,bebidas
refresco limalimon zero botella 2 l,botella 2 l,1.39,0.7,SEVEN UP,bebidas
"vino tinto crianza d.o.valdepeñas 0,75 l","0,75 l",1.75,2.33,SEÑOR.LLANOS,bebidas
"vino tinto joven d.o.valdepeñas 0,75 l","0,75 l",2.35,3.13,SEÑOR.LLANOS,bebidas
"licor vodka blue 0,7 l","0,7 l",6.0,8.57,SHARUSKA,bebidas
"vodka 0,7 l","0,7 l",4.95,7.07,SHARUSKA,bebidas
"vodka caramelo 0,7 l","0,7 l",5.7,8.14,SHARUSKA,bebidas
"vodka premium 0,7 l","0,7 l",11.5,16.43,SHARUSKA,bebidas
"refresco mandarina refrigerado 1,5 l","1,5 l",1.7,1.13,SIMON LIFE,bebidas
refresco naranja 330 ml,330 ml,0.6,1.82,SIMON LIFE,bebidas
"refresco naranja refrigerado 1,5 l","1,5 l",1.7,1.13,SIMON LIFE,bebidas
refresco naranja refrigerado pack 4 ud 4 x 200 ml,pack 4 ud,1.75,2.19,SIMON LIFE,bebidas
refresco de mandarina refrigerado 330 ml,330 ml,0.6,1.82,SIMON LIFE,bebidas
refresco de mango refrigerado 330 ml,330 ml,0.6,1.82,SIMON LIFE,bebidas
vodka 1 l,1 l,16.3,16.3,SMIRNOFF,bebidas
"vodka y limon ice lata 0,25 l","lata 0,25 l",1.79,7.16,SMIRNOFF,bebidas
bebida espirituosa 1 l,1 l,9.99,9.99,SOBERANO,bebidas
"moscatel 0,75 l","0,75 l",3.6,4.8,SOL MEDITERR,bebidas
"agua mineral natural botella 1,5 l","botella 1,5 l",0.93,0.62,SOLAN CABRAS,bebidas
"agua mineral natural tapon rosca 0,5 l","0,5 l",0.77,1.54,SOLAN CABRAS,bebidas
"vino blanco chardonnay d.o.somontano 0,75 l","0,75 l",5.99,7.99,SOMMOS,bebidas
"vino tinto reserva d.o.somontano 0,75 l","0,75 l",8.99,11.98,SOMMOS,bebidas
"vino tinto roble d.o.somontano 0,75 l","0,75 l",5.99,7.99,SOMMOS,bebidas
"vino fino d.o.montilla moriles 0,75 l","0,75 l",3.1,4.13,SOÑADOR,bebidas
"licor whisky canela 0,7 l","0,7 l",7.19,10.27,SPICE MONKEY,bebidas
refresco lima-limon botella 2 l,botella 2 l,1.65,0.83,SPRITE,bebidas
"refresco de lima-limon lata 0,33 l","lata 0,33 l",0.65,1.97,SPRITE,bebidas
refresco de lima-limon zero botella 2 l,botella 2 l,1.35,0.68,SPRITE,bebidas
"cerveza checa botella 0,33 l","botella 0,33 l",1.45,4.39,STAROPRAMEN,bebidas
refresco blue frutas del bosque 330 ml,330 ml,0.9,2.73,SUNNY,bebidas
"refresco naranja florida botella 1,25 l","botella 1,25 l",1.95,1.56,SUNNY,bebidas
refresco naranja florida botellin 330 ml,330 ml,0.9,2.73,SUNNY,bebidas
"ginebra 0,0 0,7 l","0,7 l",14.65,20.93,TANQUERAY,bebidas
"ginebra 0,7 l","0,7 l",14.65,20.93,TANQUERAY,bebidas
agua mineral natural garrafa 5 l,5 l,1.09,0.22,TELENO,bebidas
"agua natural mineralizacion muy debil 0,5 l","0,5 l",0.29,0.58,TELENO,bebidas
"agua natural mineralizacion muy debil 1,5 l","1,5 l",0.39,0.26,TELENO,bebidas
anis seco 1 l,1 l,12.3,12.3,TENIS,bebidas
"bebida espirituosa 0,7 l","0,7 l",7.1,10.14,TERRY,bebidas
"agua de coco 100% botella 0,5 l","botella 0,5 l",1.99,3.98,TESORO NATUR,bebidas
agua de coco 100% botella 1 l,botella 1 l,2.79,2.79,TESORO NATUR,bebidas
"refresco kiwi con chia botella 0,45 l","botella 0,45 l",1.55,3.44,TESORO NATUR,bebidas
"vino fino d.o.jerez 0,75 l","0,75 l",6.99,9.32,TIO PEPE,bebidas
"cava brut d.o. cava 0,75 l","0,75 l",4.79,6.39,TORRE ORIA,bebidas
"vino tinto garnacha vino de autor 0,75 l","0,75 l",3.25,4.33,TORRE ORIA,bebidas
"brandy 5 años 0,7 l","0,7 l",9.49,13.56,TORRES,bebidas
"refresco limon pet zero 1,5 l","1,5 l",1.69,1.13,TRINA,bebidas
"refresco limon sin gas lata 0,33 l","lata 0,33 l",0.66,2.0,TRINA,bebidas
"refresco manzana lata sin gas 0,33 l","0,33 l",0.66,2.0,TRINA,bebidas
"refresco naranja pet zero 1,5 l","1,5 l",1.69,1.13,TRINA,bebidas
"refresco naranja sin gas botella 1,5 l","botella 1,5 l",1.69,1.13,TRINA,bebidas
"refresco naranja sin gas lata 0,33 l","lata 0,33 l",0.66,2.0,TRINA,bebidas
"refresco naranja sin gas zero lata 0,33 l","lata 0,33 l",0.66,2.0,TRINA,bebidas
"cerveza 0,0% tostada lata 0,33 l","lata 0,33 l",0.65,1.97,TURIA,bebidas
"cerveza tostada botella 12 x 0,25 l",12 x 0,6.69,2.23,TURIA,bebidas
"cerveza tostada lata 0,33 l","lata 0,33 l",0.84,2.55,TURIA,bebidas
"cerveza tostada pack de 6 botellas 6 x 0,25 l",pack de 6 botellas,3.99,2.66,TURIA,bebidas
"mistela moscatel d.o. valencia 0,75 l","0,75 l",4.99,6.65,TURIS,bebidas
"mistela seleccion d.o. valencia 0,75 l","0,75 l",3.6,4.8,TURIS,bebidas
"cerveza artesana botella 0,33 l","botella 0,33 l",1.55,4.7,TYRIS,bebidas
"cerveza ipa artesana botella 0,33 l","botella 0,33 l",1.69,5.12,TYRIS,bebidas
"isotonico azul botella 1,5 l","botella 1,5 l",1.55,1.03,UPGRADE,bebidas
"vino blanco ecologico d.o.penedes 0,75 l","0,75 l",8.5,11.33,V. ESMERALDA,bebidas
"vino blanco ribeiro d.o. ribeiro 0,75 l","0,75 l",4.49,5.99,V.D.INFERNO,bebidas
"vino blanco d.o.utiel-requena 0,75 l","0,75 l",2.49,3.32,V.ENTERIZO,bebidas
"vino rosado d.o.utiel-requena 0,75 l","0,75 l",2.49,3.32,V.ENTERIZO,bebidas
"vino tinto crianza d.o.utiel-requena 0,75 l","0,75 l",2.5,3.34,V.ENTERIZO,bebidas
"vino tinto joven d.o.utiel-requena 0,75 l","0,75 l",2.49,3.32,V.ENTERIZO,bebidas
"vino tinto reserva d.o.utiel-requena 0,75 l","0,75 l",4.99,6.65,V.ENTERIZO,bebidas
"vino tinto crianza d.o.cigales 0,75 l","0,75 l",12.2,16.27,VAL.FRAILES,bebidas
"vino tinto de mesa botella 0,75 l","botella 0,75 l",2.25,3.0,VALDEOLIVA,bebidas
"vino tinto roble d.o.ribera del duero 0,75 l","0,75 l",6.99,9.32,VALDERIVERO,bebidas
zumo manzana ecologico 1 l,1 l,3.39,3.39,VALFRUTTA,bebidas
whisky scotch 1 l,1 l,13.99,13.99,VAT 69,bebidas
"vino rosado de aguja vino sin alcohol 0,75 l","0,75 l",2.99,3.99,VEGAVERDE,bebidas
"vino blanco godello d.o.valdeorras 0,75 l","0,75 l",7.95,10.6,VERDES CASTR,bebidas
"vino tinto en tinaja region valencia 0,75 l","0,75 l",8.99,11.99,VERMELL,bebidas
bebida espirituosa 1 l,1 l,9.5,9.5,VETERANO,bebidas
zumo frutos rojos y granada 750 ml,750 ml,2.49,3.32,VIA NATURE,bebidas
agua mineral con gas botella vidrio 1 l,1 l,1.49,1.49,VICHY,bebidas
"agua mineral con gas pack de 6 vidrio 6 x 0,3 l",6 x 0,5.89,3.27,VICHY,bebidas
"agua con gas botella 0,5 l","botella 0,5 l",1.25,2.5,VICHY,bebidas
"agua con gas lata 0,33 l","lata 0,33 l",1.07,3.24,VICHY,bebidas
"agua con gas pet 1,2 l","1,2 l",1.79,1.49,VICHY,bebidas
"refresco agua con gas limon botella 1,2 l","botella 1,2 l",1.96,1.63,VICHY,bebidas
"refresco agua con gas naranja botella 1,2 l","botella 1,2 l",1.96,1.63,VICHY,bebidas
vermut artesano seleccion 1 l,1 l,3.6,3.6,VIDAL,bebidas
vermut blanco 1 l,1 l,2.8,2.8,VIDAL,bebidas
vermut rojo 1 l,1 l,2.8,2.8,VIDAL,bebidas
"licor limoncello 0,7 l","0,7 l",15.95,22.79,VILLA MASSA,bebidas
"vino blancogewuztramine d.o.somontano 0,75 l","0,75 l",4.65,6.2,VINITIUM,bebidas
"vino tinto roble d.o.somontano 0,75 l","0,75 l",4.85,6.47,VINITIUM,bebidas
"vermut blanco 0,75 l","0,75 l",5.29,7.05,VITTORE,bebidas
"vermut rojo 0,75 l","0,75 l",5.29,7.05,VITTORE,bebidas
"vermut rojo reserva 0,75 l","0,75 l",7.29,9.72,VITTORE,bebidas
"vino blanco verdil d.o. valencia 0,75 l","0,75 l",4.95,6.6,VIVIDOR,bebidas
"frizzante rosado 0,75 l","0,75 l",3.39,4.52,VIÑA ALBALI,bebidas
"vino blanco verdejo d.o.valdepeñas 0,75 l","0,75 l",3.45,4.6,VIÑA ALBALI,bebidas
"vino tinto crianza d.o.valdepeñas 0,75 l","0,75 l",2.7,3.6,VIÑA ALBALI,bebidas
"vino tinto gran reserva d.o.valdepeñas 0,75 l","0,75 l",4.39,5.85,VIÑA ALBALI,bebidas
"vino tinto reserva d.o.valdepeñas 0,75 l","0,75 l",3.69,4.92,VIÑA ALBALI,bebidas
vino tinto reserva d.o.valdepeñas 375 ml,375 ml,2.85,7.6,VIÑA ALBALI,bebidas
"vino tinto crianza d.o.alicante 0,75 l","0,75 l",3.2,4.27,VIÑA ALCANTA,bebidas
"vino tinto joven d.o.alicante 0,75 l","0,75 l",2.59,3.45,VIÑA ALCANTA,bebidas
vino rosado garrafa 2 l,2 l,2.7,1.35,VIÑA CORBA,bebidas
vino tinto garrafa 2 l,2 l,2.7,1.35,VIÑA CORBA,bebidas
vino tinto garrafa 5 l,5 l,5.45,1.09,VIÑA CORBA,bebidas
"vino rosado d.o.navarra 0,75 l","0,75 l",2.1,2.8,VIÑA LERDEN,bebidas
"vino tinto crianza d.o.navarra 0,75 l","0,75 l",2.99,3.99,VIÑA LERDEN,bebidas
"vino tinto d.o.navarra 0,75 l","0,75 l",2.35,3.13,VIÑA LERDEN,bebidas
"vino blanco verdejo d.o.rueda 0,75 l","0,75 l",6.69,8.92,VIÑA MAYOR,bebidas
"vino tinto roble d.o.ribera del duero 0,75 l","0,75 l",7.99,10.65,VIÑA MAYOR,bebidas
"vino blanco d.o. rioja 0,75 l","0,75 l",8.45,11.27,VIÑA POMAL,bebidas
"vino tinto crianza d.o. rioja 0,75 l","0,75 l",7.99,10.65,VIÑA POMAL,bebidas
"vino tinto reserva d.o.rioja 0,75 l","0,75 l",15.95,21.27,VIÑA POMAL,bebidas
"vino blanco d.o.cataluña 0,75 l","0,75 l",5.9,7.87,VIÑA SOL,bebidas
"vino blanco d.o.somontano 0,75 l","0,75 l",7.99,10.65,VIÑAS D VERO,bebidas
"vino tinto crianza d.o.somontano 0,75 l","0,75 l",6.99,9.32,VIÑAS D VERO,bebidas
"vino tinto roble d.o.somontano 0,75 l","0,75 l",5.99,7.99,VIÑAS D VERO,bebidas
"vino tinto crianza d.o. mancha 0,75 l","0,75 l",1.7,2.27,VIÑAS SEÑORI,bebidas
"cerveza extra lata 0,33 l","lata 0,33 l",0.79,2.39,VOLL DAMM,bebidas
"cerveza extra pack de 6 botellas 6 x 0,25 l",pack de 6 botellas,5.45,3.63,VOLL DAMM,bebidas
"vino blanco tardana d.o. utiel requena 0,75 l","0,75 l",2.99,3.98,VORAMAR,bebidas
"gin-tonic botella 0,33 l","botella 0,33 l",1.15,3.48,WHITE,bebidas
"whisky scotch 0,7 l","0,7 l",13.5,19.29,WHITE LABEL,bebidas
"whisky scotch 0,7 l","0,7 l",10.99,15.7,WIL.LAWSONS,bebidas
licor de ponche 1 l,1 l,8.0,8.0,WILLIAMS,bebidas
"vino blanco albariño do rias baixas 0,75 l","0,75 l",5.99,7.99,XIRANDELLA,bebidas
"cocktail whisky peche 0,7 l","0,7 l",8.1,11.57,YATCHING,bebidas
"vino tinto 12 meses v.t.castilla y leon 0,75 l","0,75 l",7.5,10.0,YLLERA,bebidas
vermut rojo 1 l,1 l,8.35,8.35,YZAGUIRRE,bebidas
pacharan 1 l,1 l,11.25,11.25,ZOCO,bebidas
"cerveza lata 0,33 l","lata 0,33 l",0.32,0.97,ÁGUILA NEGRA,bebidas
calamar entero,1 paquete,9.0,17.99,Desconocida,congelados
yemas de gallina nutrave pamies,1 paquete,2.17,8.68,Desconocida,congelados
gambon grande,1 paquete,23.9,11.95,Desconocida,congelados
paletilla de cordero,1 paquete,14.95,14.95,Desconocida,congelados
porciones salmon plateado,1 paquete,6.4,25.6,Desconocida,congelados
gamba cocida congelada,1 paquete,6.95,23.17,Desconocida,congelados
langostino crudo congelado,1 paquete,4.95,16.5,Desconocida,congelados
filete boqueron limpio,1 paquete,4.5,15.0,Desconocida,congelados
supremas de atun kold fin msc,1 paquete,6.4,25.6,Desconocida,congelados
tarrina helado turron jijona 320 gr,320 gr,8.49,26.53,1880,congelados
tarrina helado turron pistacho 320 gr,320 gr,8.49,26.53,1880,congelados
delicias aguinaga s/gluten pack de 2 und 2 x 100 gr,2 x 100,1.99,9.95,AGUINAGA,congelados
bolsas cubitos de hielo caja 20 u,20 u,1.99,0.1,ALBAL,congelados
creazione salami nduja 430 gr,430 gr,5.99,13.93,BUITONI,congelados
piccolinis 3 quesos 270 gr,270 gr,3.4,12.59,BUITONI,congelados
piccolinis de jamon y queso 270 gr,270 gr,3.4,12.59,BUITONI,congelados
pizza forno caprese 350 gr,350 gr,3.1,8.86,BUITONI,congelados
pizza forno jamon y queso 350 gr,350 gr,3.1,8.86,BUITONI,congelados
pizza forno prosciutto e funghi 340 gr,340 gr,3.1,9.12,BUITONI,congelados
pizza forno prosciutto e funghi 340 gr,340 gr,3.1,9.12,BUITONI,congelados
alubia blanca 400 gr,400 gr,1.42,3.55,C.NAVARRA,congelados
arandanos 300 gr,300 gr,2.09,6.97,C.NAVARRA,congelados
edamame en grano 250 gr,250 gr,1.72,6.88,C.NAVARRA,congelados
fresa entera 300 gr,300 gr,1.9,6.33,C.NAVARRA,congelados
frutos del bosque 300 gr,300 gr,1.84,6.13,C.NAVARRA,congelados
gnocchis verduras y pollo 600 gr,600 gr,3.15,5.25,C.NAVARRA,congelados
mango troceado 300 gr,300 gr,1.99,6.63,C.NAVARRA,congelados
parrillada campestre 400 gr,400 gr,1.79,4.48,C.NAVARRA,congelados
pizza casa di mama 4 quesos 395 gr,395 gr,4.59,11.62,CASA DI MAMA,congelados
pizza casa di mama prosciutto 405 gr,405 gr,4.59,11.33,CASA DI MAMA,congelados
empanadillas de atun 500 gr,500 gr,1.89,3.78,CLAVO,congelados
ajos tiernos 300 gr,300 gr,1.99,6.63,COCINARTE,congelados
alcachofas en tempura 250 gr,250 gr,1.89,7.56,COCINARTE,congelados
alitas de brocoli yes but 400 gr,400 gr,3.65,9.13,COCINARTE,congelados
colas langostinos rebozadas 200 gr,200 gr,2.99,14.95,COCINARTE,congelados
croqueta carrillera de cerdo 300 gr,300 gr,2.39,7.97,COCINARTE,congelados
croqueta jamon iberico horneable 300 gr,300 gr,2.39,7.97,COCINARTE,congelados
croquetas de setas con boletus horneable 300 gr,300 gr,2.39,7.97,COCINARTE,congelados
pimientos rellenos de bacalao 240 gr,240 gr,2.55,10.63,COCINARTE,congelados
preparado especial para pastas y arroces 500 gr,500 gr,3.79,7.58,COCINARTE,congelados
preparado de paella y sopa 500 gr,500 gr,3.35,6.7,COCINARTE,congelados
puntilla enharinada 300 gr,300 gr,3.65,12.17,COCINARTE,congelados
sopa marisco gourmet con caldo de pescado 450 gr,450 gr,3.89,8.64,COCINARTE,congelados
tapa de chipirones con habitas y salsa 400 gr,400 gr,3.39,8.48,COCINARTE,congelados
acelgas hoja miniporcion 400 gr,400 gr,1.11,2.78,CONSUM,congelados
alcachofa baby 300 gr,300 gr,3.0,10.0,CONSUM,congelados
alcachofa troceada 400 gr,400 gr,2.65,6.63,CONSUM,congelados
anillas a la romana 400 gr,400 gr,3.75,9.38,CONSUM,congelados
arroz 3 delicias 1 kg,1 kg,2.75,2.75,CONSUM,congelados
arroz marisco 450 gr,450 gr,2.39,5.31,CONSUM,congelados
arroz negro 600 gr,600 gr,2.99,4.98,CONSUM,congelados
arroz precocido 6 bolsitas x 167 gr. 1 kg,x 167,2.0,2.0,CONSUM,congelados
bloque tres sabores 1 litro 523 gr,523 gr,1.9,3.63,CONSUM,congelados
bloque de turron 1 litro 535 gr,535 gr,2.69,5.03,CONSUM,congelados
bombon almendrado 4 unidades 324 gr,324 gr,2.3,7.1,CONSUM,congelados
bombon blanco con limon 189 gr,189 gr,2.85,15.08,CONSUM,congelados
bombon caramelo pack de 4 unidades 252 gr,pack de 4 unidades,2.79,11.07,CONSUM,congelados
bombon choco. blanco 4 unidades 320 gr,320 gr,2.3,7.19,CONSUM,congelados
bombon chocolate blanc tarta de queso 195 gr,195 gr,2.85,14.62,CONSUM,congelados
bombon chocolate negro 4 unidades 324 gr,324 gr,2.3,7.1,CONSUM,congelados
bombon vainilla  sabor choco proteico 3 unid. 184 gr,184 gr,2.49,13.53,CONSUM,congelados
brocoli 900 gr,900 gr,2.03,2.26,CONSUM,congelados
calamar patagonico limpio 360 gr,360 gr,4.99,13.86,CONSUM,congelados
calamar patagonico troceado 450 gr,450 gr,5.35,11.89,CONSUM,congelados
canelones de carne con bechamel 300 gr,300 gr,1.75,5.83,CONSUM,congelados
cebolla troceada 400 gr,400 gr,1.02,2.55,CONSUM,congelados
colas de rape del cabo 600 gr,600 gr,8.99,14.98,CONSUM,congelados
cono nata caramelo 6 unidades 408 gr,408 gr,2.25,5.51,CONSUM,congelados
cono nata pack de 6 unidades 426 gr,pack de 6 unidades,2.4,5.63,CONSUM,congelados
cono vainilla chocolate pack de 6 unidades 426 gr,pack de 6 unidades,2.45,5.75,CONSUM,congelados
conos chocolatisimo 6 unidades 390 gr,390 gr,3.29,8.44,CONSUM,congelados
croqueta cocido 350 gr,350 gr,1.99,5.69,CONSUM,congelados
croqueta pollo 500 gr,500 gr,1.59,3.18,CONSUM,congelados
croqueta de jamon 500 gr,500 gr,1.39,2.78,CONSUM,congelados
ensaladilla 1 kg,1 kg,1.36,1.36,CONSUM,congelados
espinacas cortadas 400 gr,400 gr,1.05,2.63,CONSUM,congelados
filete dorada,1 paquete,4.79,23.95,CONSUM,congelados
filete merluza,1 paquete,4.05,13.5,CONSUM,congelados
filete merluza argentina sin piel 750 gr,750 gr,6.29,8.39,CONSUM,congelados
filete merluza cabo msc sin piel 400 gr,400 gr,4.47,11.18,CONSUM,congelados
garbanzos 400 gr,400 gr,1.22,3.05,CONSUM,congelados
garrofon 400 gr,400 gr,1.32,3.3,CONSUM,congelados
guisantes finos 1 kg,1 kg,1.78,1.78,CONSUM,congelados
habas finas 400 gr,400 gr,1.21,3.03,CONSUM,congelados
hervido 750 gr,750 gr,1.83,2.44,CONSUM,congelados
judia fina troceada 1 kg,1 kg,1.6,1.6,CONSUM,congelados
judias plana troceada 1 kg,1 kg,1.5,1.5,CONSUM,congelados
lasaña boloñesa con bechamel 300 gr,300 gr,1.75,5.83,CONSUM,congelados
lasaña verduras 300 gr,300 gr,1.75,5.83,CONSUM,congelados
lomito salmon 200 gr,200 gr,7.99,39.95,CONSUM,congelados
lomitos bacalao congelados 300 gr,300 gr,9.39,31.3,CONSUM,congelados
medallones merluza del cabo msc 475 gr,475 gr,4.99,10.51,CONSUM,congelados
menestra con esparrago 600 gr,600 gr,1.43,2.38,CONSUM,congelados
menestra de verduras 1 kg,1 kg,1.83,1.83,CONSUM,congelados
merluza empanada horneable 600 gr,600 gr,4.65,7.75,CONSUM,congelados
mini bombones de 3 chocolates-caramelo 280 gr,280 gr,3.79,13.54,CONSUM,congelados
mini bombon almendrado pack de 8 348 gr,348 gr,3.0,8.62,CONSUM,congelados
mini bombon cookies vainilla pecan 222 gr,222 gr,2.85,12.84,CONSUM,congelados
mini bombon fruto rojos  tropical  x8 300 gr,x8,2.95,9.83,CONSUM,congelados
