nombre,formato,precio,precio_ud/Kg/L,marca,categoria
cafe creme express molido 250 gr,250 gr,5.45,21.8,MARCILLA,despensa
cafe descafeinado 20 capsulas 20 u,20 u,6.39,0.32,MARCILLA,despensa
cafe descafeinado mezcla 200 gr,200 gr,4.79,23.95,MARCILLA,despensa
cafe descafeinado natural 200 gr,200 gr,4.79,23.95,MARCILLA,despensa
cafe espresso tassimo capsulas 16 u,16 u,5.89,0.37,MARCILLA,despensa
cafe express molido mezcla 250 gr,250 gr,5.45,21.8,MARCILLA,despensa
cafe grano natural 500 gr,500 gr,11.99,23.98,MARCILLA,despensa
cafe intenso 20 capsulas 20 u,20 u,6.39,0.32,MARCILLA,despensa
cafe largo tassimo capsulas 16 u,16 u,5.89,0.37,MARCILLA,despensa
cafe molido crème express descafeinado 200 gr,200 gr,5.45,27.25,MARCILLA,despensa
cafe molido mezcla 50/50 250 gr,250 gr,4.79,19.16,MARCILLA,despensa
cafe molido mezcla 50/50 500 gr,500 gr,7.59,15.18,MARCILLA,despensa
cafe molido natural 250 gr,250 gr,4.79,19.16,MARCILLA,despensa
cafe molido natural 500 gr,500 gr,7.59,15.18,MARCILLA,despensa
cafe ristretto 20 capsulas 20 u,20 u,6.39,0.32,MARCILLA,despensa
cafe senseo descafeinado monodosis 28 u,28 u,5.75,0.21,MARCILLA,despensa
cafe senseo fuerte monodosis 28 u,28 u,5.75,0.21,MARCILLA,despensa
cafe con leche tassimo capsulas 16 u,16 u,5.89,0.37,MARCILLA,despensa
espresso descafeinado tassimo capsulas 16 u,16 u,5.89,0.37,MARCILLA,despensa
colageno+ fresa-pomelo 6 x 100 gr,6 x 100,3.49,5.82,MARGUI,despensa
bolsa m&m cacahuete 200 gr,200 gr,3.99,19.95,MARS,despensa
snack chocolate 3 x 45 gr,3 x 45,2.99,22.15,MARS,despensa
tortitas americanas original pancake 156 gr,156 gr,1.69,10.83,MARY LEE,despensa
pan tostado proteinas 200 gr,200 gr,2.35,11.75,MAS PROTEIN,despensa
crackers fibra y sesamo harina integral centeno 240 gr,240 gr,1.18,4.92,MASTRIGO,despensa
crackers de espelta caja de 4 paquetes 240 gr,240 gr,1.61,6.71,MASTRIGO,despensa
bocabits bolsa 75 gr,75 gr,1.5,20.0,MATUTANO,despensa
mix up favoritos 125 gr,125 gr,1.89,15.12,MATUTANO,despensa
vaqueros crujientes cartuchos barbacoa 150 gr,150 gr,1.0,6.67,MATUTANO,despensa
xplorers snacks sabor mantequilla 90 gr,90 gr,1.0,11.11,MATUTANO,despensa
galleta mini cookie stitch con cacao 100 gr,100 gr,1.19,11.9,MAXIES,despensa
galleta mini cookies con cacao licencia 250 gr,250 gr,2.19,8.76,MAXIES,despensa
galletas mini cookies licencia 100 gr,100 gr,1.19,11.9,MAXIES,despensa
yerba mate 500 gr,500 gr,3.15,6.3,MAÑANITA,despensa
pimenton dulce d.o.p de la vera lata 70 gr,lata 70 g,3.39,48.43,MC CORMICK,despensa
pimenton picante d.o.p. de la vera lata 70 gr,lata 70 g,3.39,48.43,MC CORMICK,despensa
chocolate en polvo 250 gr,250 gr,1.15,4.6,MEIVEL,despensa
turron viena pack de 6 6 x 30 gr,6 x 30,2.55,14.17,MEIVEL,despensa
bizcochitos fresa 150 gr,150 gr,1.35,9.0,MELS,despensa
bizcochitos naranja 150 gr,150 gr,1.35,9.0,MELS,despensa
cortadillo relleno cabello 144 gr,144 gr,1.85,12.85,MELS,despensa
fruta confitada 250 gr,250 gr,3.99,15.96,MELS,despensa
galleta de jengibre 320 gr,320 gr,2.49,7.78,MELS,despensa
galletas mantequilla 125 gr,125 gr,1.35,10.8,MELS,despensa
mantecado de mantequilla 190 gr,190 gr,2.2,11.58,MELS,despensa
mini tartaletas 12 unidades 84 gr,84 gr,1.89,22.5,MELS,despensa
tarta tiramisu 200 gr,200 gr,1.49,7.45,MELS,despensa
tubitos rellenos crema de cacao 150 gr,150 gr,1.25,8.33,MELS,despensa
tubitos rellenos crema de vainilla 150 gr,150 gr,1.25,8.33,MELS,despensa
pan cristal con aceite de oliva virgen extra 120 gr,120 gr,1.22,10.17,MENDEZ,despensa
picos finos bolsa 230 gr,230 gr,0.84,3.65,MENDEZ,despensa
picos integrales 230 gr,230 gr,0.84,3.65,MENDEZ,despensa
rosquillas bolsa 230 gr,230 gr,1.03,4.48,MENDEZ,despensa
caramelo eucaliptus 150 gr,150 gr,1.29,8.6,MENTOLIN,despensa
caramelo limon y melisa 150 gr,150 gr,1.29,8.6,MENTOLIN,despensa
nachos de maiz fritos sabor natural 300 gr,300 gr,2.65,8.83,MEXIFOODS,despensa
cono teddy monster 35 gr,35 gr,3.5,10.0,MIGUELAÑEZ,despensa
cono con golosinas y muñeco de navidad 35 gr,35 gr,4.99,14.26,MIGUELAÑEZ,despensa
cono de golosinas sin gluten 1 u,1 u,1.89,1.89,MIGUELAÑEZ,despensa
saco de carbon 100 gr,100 gr,2.99,29.9,MIGUELAÑEZ,despensa
malta molida 500 gr,500 gr,1.85,3.7,MIGUELETE,despensa
pan molde maiz y semillas de girasol 460 gr,460 gr,1.49,3.24,MILAGROS,despensa
pan molde sin corteza blanco 700 gr,700 gr,1.69,2.41,MILAGROS,despensa
pan molde tradicional 700 gr,700 gr,1.89,2.7,MILAGROS,despensa
bizcocho cake&choc relleno de chocolate 5u 175 gr,175 gr,2.99,17.09,MILKA,despensa
brownie choco pack 6 unidades 150 gr,pack 6 unidades,3.8,25.33,MILKA,despensa
calendario adviento 200 gr,200 gr,9.99,49.95,MILKA,despensa
chocolate blanco con galleta oreo 100 gr,100 gr,1.99,19.9,MILKA,despensa
chocolate con galleta biscoff 90 gr,90 gr,1.99,22.11,MILKA,despensa
chocolate relleno caramelo 100 gr,100 gr,1.99,19.9,MILKA,despensa
chocolate relleno de cremosa leche 100 gr,100 gr,1.59,15.9,MILKA,despensa
chocolate con chips ahoy 100 gr,100 gr,1.99,19.9,MILKA,despensa
chocolate con leche 125 gr,125 gr,1.49,11.92,MILKA,despensa
chocolate con leche 250 gr,250 gr,3.79,15.16,MILKA,despensa
chocolate con oreo 100 gr,100 gr,1.99,19.9,MILKA,despensa
chocolate con oreo 300 gr,300 gr,4.95,16.5,MILKA,despensa
chocoswing galleta 300 gr,300 gr,3.45,11.5,MILKA,despensa
galleta choco finas 126 gr,126 gr,2.3,18.25,MILKA,despensa
galleta chocobiscuit 150 gr,150 gr,3.25,21.67,MILKA,despensa
galleta cookies rellena sensations 156 gr,156 gr,3.65,23.4,MILKA,despensa
galleta mini wafers 110 gr,110 gr,2.45,22.27,MILKA,despensa
galleta sandwich choco pause 260 gr,260 gr,3.25,12.5,MILKA,despensa
galletas choco wafer 150 gr,150 gr,3.49,23.27,MILKA,despensa
pastelito choc & choc 150 gr,150 gr,2.95,19.67,MILKA,despensa
pastelito tender milk 4 unidades 4 x 37 gr,4 x 37,2.95,19.93,MILKA,despensa
sticks de galleta cubiertas de chocolate 112 gr,112 gr,1.99,17.77,MILKA,despensa
tableta chocolate arroz 100 gr,100 gr,1.99,19.9,MILKA,despensa
chocolate blanco 100 gr,100 gr,1.99,19.9,MILKYBAR,despensa
galletas con chocolate leche funny mushrooms 60 gr,60 gr,1.15,19.17,MILTONAS,despensa
nachos tortilla chips bolsa 200 gr,200 gr,1.79,8.95,MISSION,despensa
tacos de maiz y trigo 8 unidades 200 gr,200 gr,1.55,7.75,MISSION,despensa
tortillas con cereales y semillas 320 gr,320 gr,2.45,7.66,MISSION,despensa
cocktail frutos secos mix5 bolsa 160 gr,x5,1.65,10.31,MISTERCORN,despensa
cocktail frutos secos mix5 maxi ahorro bolsa 300 gr,x5,2.85,9.5,MISTERCORN,despensa
maiz frito bolsa 160 gr,160 gr,1.65,10.31,MISTERCORN,despensa
mix barbacoa bolsa 195 gr,195 gr,1.65,8.46,MISTERCORN,despensa
mix mrcorn america bolsa 145 gr,145 gr,1.95,13.45,MISTERCORN,despensa
mix mrcorn africa bolsa 155 gr,155 gr,1.95,12.58,MISTERCORN,despensa
compota de manzana frasco 700 gr,frasco 700 g,1.89,2.7,MOCITOS,despensa
"aceite oliva virgen extra ecologico 0,5 l","0,5 l",4.45,8.9,MOLINO ARSEN,despensa
cuajada casera 48 gr,48 gr,1.39,2.9,MOLINO REAL,despensa
gelatina neutra en polvo 2 sobres x 10 gr 20 gr,x 10,1.69,8.45,MOLINO REAL,despensa
bombones cinamon t-15 157 gr,157 gr,5.79,36.88,MON CHERI,despensa
"bombones con licor 55,5 gr","55,5 gr",2.0,36.04,MON CHERI,despensa
bombones con licor t-15 158 gr,158 gr,5.79,36.65,MON CHERI,despensa
surtido de datiles 500 gr,500 gr,4.99,9.98,MONAGUILLO,despensa
clara de huevo botella 1 l,botella 1 l,2.85,2.85,MONTERDE,despensa
clara de huevo botella 300 ml,botella 300 ml,1.7,5.67,MONTERDE,despensa
"huevo campero cocido 1/2 docena 0,5 dc",1 paquete,2.34,4.68,MONTERDE,despensa
"huevo campero l 1/2 docena 0,5 dc",1 paquete,2.64,5.28,MONTERDE,despensa
"huevo campero l decena 0,83 dc",1 paquete,3.78,4.55,MONTERDE,despensa
"huevo campero m decena 0,83 dc",1 paquete,3.1,3.73,MONTERDE,despensa
"huevo campero xl 1/2 docena 0,5 dc",1 paquete,2.84,5.68,MONTERDE,despensa
"huevo codorniz carton 18 unidades 1,5 dc",18 unidades,1.85,1.23,MONTERDE,despensa
"huevo ecologico decena diferentes calibres 0,83 dc",1 paquete,4.99,6.01,MONTERDE,despensa
"huevo ecologico l-xl 1/2 docena 0,5 dc",1 paquete,3.66,7.32,MONTERDE,despensa
huevo l/xl docena 1 dc,1 paquete,4.15,4.15,MONTERDE,despensa
"huevo xl jumbo 1/2 docena 0,5 dc",1 paquete,2.65,5.3,MONTERDE,despensa
"huevos camperos m 1/2 docena 0,5 dc",1 paquete,2.2,4.4,MONTERDE,despensa
"huevos l grandes 1/2 docena 0,5 dc",1 paquete,1.8,3.6,MONTERDE,despensa
huevos l grandes docena 1 dc,1 paquete,3.3,3.3,MONTERDE,despensa
huevos m medianos docena 1 dc,1 paquete,3.1,3.1,MONTERDE,despensa
huevos s/m medianos 24 unidades 2 dc,24 unidades,5.75,2.88,MONTERDE,despensa
pure de patatas 230 gr,230 gr,2.35,10.22,MOUSLINE,despensa
leche calcio desnatada pascual 1 l,1 l,1.59,1.59,MOVIT,despensa
leche calcio semidesnatada pascual 1 l,1 l,1.59,1.59,MOVIT,despensa
brownie con chocolate 200 gr,200 gr,2.25,11.25,MR.BROWNIE,despensa
galactic brownies 8 unidades 200 gr,200 gr,2.25,11.25,MR.BROWNIE,despensa
aceite de oliva d.o.p.priego de cordoba 1 l,1 l,5.95,5.95,MUELOLIVA,despensa
mayonesa 540 ml,540 ml,2.45,4.54,MUSA,despensa
bizcocho redondo coco 400 gr,400 gr,3.39,8.48,MUSFI'S,despensa
bizcocho redondo marmol 400 gr,400 gr,3.39,8.48,MUSFI'S,despensa
briox trenzado 400 gr,400 gr,4.19,10.48,MUSFI'S,despensa
"mini burger brioche negro, 8 unidades 135 gr",135 gr,1.99,14.74,MUSFI'S,despensa
concentrado pomodoro concentrado tomategi15 130 gr,130 gr,2.39,18.38,MUTTI,despensa
polpa di pomodoro tomate triturado. lata 400 gr,lata 400 g,2.65,6.63,MUTTI,despensa
salsa para pizza lata 400 gr,lata 400 g,2.35,5.88,MUTTI,despensa
barrita frutas y arandanos 140 gr,140 gr,3.09,22.07,NAKD,despensa
barrita frutas y cacahuete 140 gr,140 gr,3.09,22.07,NAKD,despensa
barritas protein cacao avellana 3 x 45 gr,3 x 45,3.39,25.11,NAKD,despensa
barrita cereales crunchy avena y choco negro p.5 210 gr,210 gr,2.59,12.33,NAT.VALLEY,despensa
barrita cereales crunchy avena y miel pack 5 210 gr,210 gr,2.59,12.33,NAT.VALLEY,despensa
barrita cereales protein cacahuete y chocolate 160 gr,160 gr,3.69,23.06,NAT.VALLEY,despensa
edulcorante 400 comprimidos 400 u,400 comprimidos,3.95,0.01,NATREEN,despensa
harina trigo sarraceno alforfon 500 gr,500 gr,2.95,5.9,NATUR DACSA,despensa
semillas de chia 250 gr,250 gr,2.84,11.36,NATURCESTA,despensa
semillas de lino 400 gr,400 gr,2.5,6.25,NATURCESTA,despensa
semillas de sesamo tostado 250 gr,250 gr,2.49,9.96,NATURCESTA,despensa
azucar moreno bolsa 500 gr,500 gr,2.89,5.78,NATURTIERRA,despensa
jalea real con ginseng caja 12 unidades 120 ml,120 ml,4.95,41.25,NATURTIERRA,despensa
jalea real con propoleo caja 12 unidades 120 ml,120 ml,4.95,41.25,NATURTIERRA,despensa
lecitina de soja con chia 200 gr,200 gr,4.79,23.95,NATURTIERRA,despensa
levadura de cerveza bolsa 150 gr,150 gr,3.79,25.27,NATURTIERRA,despensa
edulcorante eritritol 200 gr,200 gr,3.05,15.25,NATURWASSY,despensa
panela 450 gr,450 gr,1.85,4.11,NATURWASSY,despensa
mejillones en escabeche 4/6 piezas 72 gr,72 gr,3.79,52.64,NAVAL,despensa
mejillon en escabeche 6/8 piezas 65 gr,65 gr,3.49,53.69,NAVAL,despensa
caffè latte cappuccino descafeinado 205 ml,205 ml,1.49,7.27,NESCAFE,despensa
caffè latte espresso 205 ml,205 ml,1.19,5.81,NESCAFE,despensa
cafe colombia 18 capsulas 18 u,18 u,5.25,0.29,NESCAFE,despensa
cafe descafeinado colombia 10 capsulas 10 u,10 u,2.99,0.3,NESCAFE,despensa
cafe descafeinado doypack 75 gr,75 gr,2.99,39.86,NESCAFE,despensa
cafe descafeinado soluble 100 gr,100 gr,5.4,54.0,NESCAFE,despensa
cafe descafeinado soluble 20 gr,20 gr,1.65,8.25,NESCAFE,despensa
cafe descafeinado soluble 200 gr,200 gr,8.5,42.5,NESCAFE,despensa
cafe espresso india 10 capsulas 10 u,10 u,2.99,0.3,NESCAFE,despensa
cafe lungo brazil 10 capsulas 10 u,10 u,2.99,0.3,NESCAFE,despensa
cafe natural doypack 75 gr,75 gr,2.99,39.86,NESCAFE,despensa
cafe ristretto africa 18 capsulas 18 u,18 u,5.25,0.29,NESCAFE,despensa
cafe soluble 3 en 1 10 sobres 160 gr,160 gr,2.95,18.44,NESCAFE,despensa
cafe soluble 3 en 1 frappe 120 gr,120 gr,2.95,24.58,NESCAFE,despensa
"cafe soluble gold natural, bote 100 gr",100 gr,7.6,76.0,NESCAFE,despensa
cafe soluble natural 10 sobres 20 gr,20 gr,1.65,8.25,NESCAFE,despensa
cafe soluble natural tarro 100 gr,100 gr,5.4,54.0,NESCAFE,despensa
cafe soluble natural tarro 200 gr,200 gr,8.5,42.5,NESCAFE,despensa
cafe soluble natural vitalissimo 200 gr,200 gr,7.95,39.75,NESCAFE,despensa
cafe soluble sabor caramelo 95 gr,95 gr,3.99,42.0,NESCAFE,despensa
cafe south asia espresso 10 capsulas 10 u,10 u,2.99,0.3,NESCAFE,despensa
cappuccino descafeinad soluble 250 gr,250 gr,3.95,15.8,NESCAFE,despensa
cappuccino natural soluble 250 gr,250 gr,3.95,15.8,NESCAFE,despensa
nescafe latte cappuccin cafe 205 ml,205 ml,1.49,7.27,NESCAFE,despensa
cacao instantaneo 390 gr,390 gr,3.95,10.13,NESQUIK,despensa
cacao instantaneo bolsa 1 kg,1 kg,6.95,6.95,NESQUIK,despensa
"cacao instantaneo caja 2,7 kg","2,7 kg",13.89,5.14,NESQUIK,despensa
cacao soluble 0% azucares añadidos 320 gr,320 gr,4.99,15.59,NESQUIK,despensa
suisse chololate pack de 6 unidades 6 x 60 gr,pack de 6 unidades,1.85,5.14,NESQUIK,despensa
barrita cereales fitness chocolate con leche 135 gr,135 gr,3.5,25.93,NESTLE,despensa
barrita fitness choco negro 6 unidades 141 gr,141 gr,3.5,24.82,NESTLE,despensa
barrita fitness protein cacao 0% azucares 80 gr,80 gr,2.39,29.88,NESTLE,despensa
barrita nesquik 6u 150 gr,150 gr,3.5,23.33,NESTLE,despensa
barrita de galleta chocolate con leche 6 x 18 gr,6 x 18,1.45,13.43,NESTLE,despensa
bombones caja roja 198 gr,198 gr,6.95,35.1,NESTLE,despensa
bombones caja roja 398 gr,398 gr,12.95,32.54,NESTLE,despensa
bombones creation dark lote 2+1 517 gr,517 gr,15.98,30.91,NESTLE,despensa
bombon creation caja roja 186 gr,186 gr,7.99,42.96,NESTLE,despensa
calendario adviento jungly 187 gr,187 gr,9.99,53.42,NESTLE,despensa
cereales cheerios avena 300 gr,300 gr,3.79,12.63,NESTLE,despensa
cereales chocapic 625 gr,625 gr,4.59,7.34,NESTLE,despensa
cereales estrellitas 270 gr,270 gr,2.89,10.7,NESTLE,despensa
cereales fitness chocolate con leche 375 gr,375 gr,3.39,9.04,NESTLE,despensa
cereales fitness con chocolate negro 375 gr,375 gr,3.39,9.04,NESTLE,despensa
cereales fitness original 300 gr,300 gr,2.95,9.83,NESTLE,despensa
cereales fitness proteina cacao 0% azucares 310 gr,310 gr,3.99,12.87,NESTLE,despensa
cereales kit kat 330 gr,330 gr,3.29,9.97,NESTLE,despensa
cereales lion caramelo y chocolate 400 gr,400 gr,3.99,9.98,NESTLE,despensa
cereales mix variety pack de 6 190 gr,190 gr,4.2,22.11,NESTLE,despensa
cereales nesquik chocolate 375 gr,375 gr,3.89,10.37,NESTLE,despensa
cereales nesquik mix 225 gr,x 225,2.39,10.62,NESTLE,despensa
cereales trix 300 gr,x 300,2.89,9.64,NESTLE,despensa
chocolate blanco para postres 170 gr,170 gr,3.79,22.29,NESTLE,despensa
chocolate extrafino avellanas 123 gr,123 gr,2.49,20.24,NESTLE,despensa
chocolate extrafino dulce de leche 83 gr,83 gr,1.49,17.95,NESTLE,despensa
chocolate extrafino relleno de leche 100 gr,100 gr,1.49,14.9,NESTLE,despensa
chocolate extrafino con almendras 123 gr,123 gr,2.49,20.24,NESTLE,despensa
chocolate negro 70% dark 120 gr,120 gr,3.25,27.08,NESTLE,despensa
chocolate negro 85% dark 120 gr,120 gr,3.79,31.58,NESTLE,despensa
chocolate negro para postres 200 gr,200 gr,3.79,18.95,NESTLE,despensa
chocolate con galleta dinosaurus 84 gr,84 gr,1.49,17.74,NESTLE,despensa
chocolate con galleta filipinos blanco 84 gr,84 gr,1.49,17.74,NESTLE,despensa
chocolate con leche extrafino 125 gr,125 gr,1.95,15.6,NESTLE,despensa
chocolate con leche extrafino 250 gr,250 gr,3.19,12.76,NESTLE,despensa
chocolate con leche extrafino pack 3 x 125 gr,3 x 125,5.25,14.0,NESTLE,despensa
chocolate con leche para postres 170 gr,170 gr,3.79,22.29,NESTLE,despensa
"kit kat dark 3 x 41,5 gr",3 x 41,2.69,21.61,NESTLE,despensa
kit kat mini 200 gr,200 gr,2.79,13.95,NESTLE,despensa
"kit kat pack de 3 3 x 41,5 gr",3 x 41,2.69,21.61,NESTLE,despensa
"kit kat pack de 8 barritas 8 x 20,7 gr",8 x 20,3.49,21.07,NESTLE,despensa
"kit kat white pack de 3 3 x 41,5 gr",3 x 41,2.69,21.61,NESTLE,despensa
kefir 0% natural 500 gr,500 gr,1.25,2.5,NESTLE,despensa
kefir natural 150 gr,150 gr,1.22,8.13,NESTLE,despensa
kefir natural 500 gr,500 gr,1.89,3.78,NESTLE,despensa
kefir natural pack 6 unidades 6 x 100 gr,pack 6 unidades,2.09,3.48,NESTLE,despensa
kefir sabor fresa 500 gr,500 gr,1.25,2.5,NESTLE,despensa
nesquik shake para beber 180 ml,180 ml,1.19,6.61,NESTLE,despensa
smarties mix in sabor vainilla 2 x 128 gr,2 x 128,2.05,8.01,NESTLE,despensa
turron choco extrafino relleno galleta filipinos 232 gr,232 gr,4.49,19.35,NESTLE,despensa
turron crunchy chocolate 190 gr,190 gr,4.49,23.63,NESTLE,despensa
turron de chocolate jungly 232 gr,232 gr,4.49,19.35,NESTLE,despensa
yogolino natillas pack de 4 4 x 100 gr,4 x 100,3.45,8.63,NESTLE,despensa
yogolino natural pack de 4 4 x 100 gr,4 x 100,2.79,6.98,NESTLE,despensa
yogolino de fresa pack de 4 4 x 100 gr,4 x 100,2.79,6.98,NESTLE,despensa
yogolino de platano pack de 4 4 x 100 gr,4 x 100,2.79,6.98,NESTLE,despensa
yogur duo kit kat pack de 2 unidades 2 x 115 gr,pack de 2 unidades,2.05,8.91,NESTLE,despensa
"barritas rellenas cookies&cream 6 x 21,5 gr",6 x 21,3.29,25.5,NOCILLA,despensa
"barritas rellenas de nocilla 6 x 21,5 gr",6 x 21,3.29,25.5,NOCILLA,despensa
cookies mini nocilla original 160 gr,160 gr,2.79,17.44,NOCILLA,despensa
cookies nocilla crema leche 120 gr,120 gr,2.29,19.08,NOCILLA,despensa
cookies nocilla original 120 gr,120 gr,2.29,19.08,NOCILLA,despensa
crema cacao chocoleche 0% azucar 180 gr,180 gr,3.29,18.28,NOCILLA,despensa
crema cacao chocoleche vaso cristal 180 gr,180 gr,2.79,15.5,NOCILLA,despensa
crema cacao chocoleche vaso cristal 360 gr,360 gr,3.99,11.08,NOCILLA,despensa
crema cacao noir vaso cristal 180 gr,180 gr,2.55,14.17,NOCILLA,despensa
crema untar cookies & cream 180 gr,180 gr,2.55,14.17,NOCILLA,despensa
crema untar crunchy vaso 180 gr,180 gr,2.55,14.17,NOCILLA,despensa
crema de cacao 0% azucar 180 gr,180 gr,3.29,18.28,NOCILLA,despensa
crema de cacao chocoleche 620 gr,620 gr,6.45,10.4,NOCILLA,despensa
crema de cacao original 620 gr,620 gr,6.45,10.4,NOCILLA,despensa
crema de cacao original vaso  cristal 180 gr,180 gr,2.79,15.5,NOCILLA,despensa
crema de cacao original vaso cristal 360 gr,360 gr,3.99,11.08,NOCILLA,despensa
crema de leche y avellanas vaso cristal 180 gr,180 gr,2.79,15.5,NOCILLA,despensa
galleta cookies & cream 120 gr,120 gr,2.29,19.08,NOCILLA,despensa
mini cookies rellenas 40 gr,40 gr,1.0,2.5,NOCILLA,despensa
nocistick original 2 x 30 gr,2 x 30,1.5,25.0,NOCILLA,despensa
barquillo relleno b-ready 132 gr,132 gr,2.79,21.14,NUTELLA,despensa
crema untar 200 gr,200 gr,2.95,14.75,NUTELLA,despensa
crema untar avellana y cacao tarro 750 gr,750 gr,7.29,9.72,NUTELLA,despensa
crema de untar 350 gr,350 gr,3.99,11.4,NUTELLA,despensa
galleta rellena de crema 3 x 28 gr,3 x 28,1.09,12.98,NUTELLA,despensa
galleta rellena de crema 304 gr,304 gr,4.49,14.77,NUTELLA,despensa
nutella&go crema cacao y palitos de pan 80 gr,80 gr,1.79,22.38,NUTELLA,despensa
copos avena suave 500 gr,500 gr,1.69,3.38,OATIBIX,despensa
crema de avena para cocinar bio 250 ml,250 ml,1.35,5.4,OATLY,despensa
chili con carne lata 418 gr,lata 418 g,4.79,11.46,OLD EL PASO,despensa
mini tortilla trigo paquete 8 unidades 220 gr,220 gr,2.32,10.55,OLD EL PASO,despensa
salsa guacamole frasco 320 gr,frasco 320 g,3.39,10.59,OLD EL PASO,despensa
salsa mejicana frasco 312 gr,frasco 312 g,3.39,10.87,OLD EL PASO,despensa
salsa de queso frasco 320 gr,frasco 320 g,3.59,11.22,OLD EL PASO,despensa
sazonador burritos sobre 40 gr,sobre 40 g,1.39,3.48,OLD EL PASO,despensa
sazonador guacamole 20 gr,20 gr,1.39,6.95,OLD EL PASO,despensa
sazonador para fajita 30 gr,30 gr,1.39,4.63,OLD EL PASO,despensa
tortilla pocket paquete 8 unidades 223 gr,223 gr,3.21,14.39,OLD EL PASO,despensa
tortillas wraps finas paquete 6 unidades 192 gr,192 gr,3.21,16.72,OLD EL PASO,despensa
tortillas wraps de trigo paquete 6 unidades 350 gr,350 gr,3.21,9.17,OLD EL PASO,despensa
tortillas de maiz y trigo de trigo. 8 unidades 335 gr,335 gr,3.21,9.58,OLD EL PASO,despensa
tortillas de trigo integrales 6 unidades 350 gr,350 gr,3.21,9.17,OLD EL PASO,despensa
tortillas de trigo paquete 8 unidades 326 gr,326 gr,2.32,7.12,OLD EL PASO,despensa
tortillas sin gluten 6 unidades 216 gr,216 gr,3.21,14.86,OLD EL PASO,despensa
wraps sin gluten 4 unidades 220 gr,220 gr,3.45,15.68,OLD EL PASO,despensa
cafe espresso 16 capsulas dg 16 u,16 u,3.99,0.25,OQUENDO,despensa
cafe con leche 16 capsulas dg 16 u,16 u,3.99,0.25,OQUENDO,despensa
grissini sesamo 2 bolsitas 120 gr,120 gr,0.85,7.08,ORAZIO,despensa
grissini torinesi 5 bolsitas 250 gr,250 gr,1.39,5.56,ORAZIO,despensa
chicle grageado menta refresher´s bote 67 gr,67 gr,3.99,59.55,ORBIT,despensa
chicle grageado refresh sabor bubblemint bote 67 gr,67 gr,3.99,59.55,ORBIT,despensa
chicle grageado refresh sabor hierbabuena 14 gr,14 gr,1.29,9.21,ORBIT,despensa
chicle grageado refresh sabor tropical bote 67 gr,67 gr,3.99,59.55,ORBIT,despensa
chicle grageado refresh sabor bubblemint 14 gr,14 gr,1.29,9.21,ORBIT,despensa
chicle grageado refresh sabor hierbabuena bote 67 gr,67 gr,3.99,59.55,ORBIT,despensa
chicle grageado sabor eucalipto 14 gr,14 gr,1.29,9.21,ORBIT,despensa
chicle grageado sabor fresa 14 gr,14 gr,1.29,9.21,ORBIT,despensa
chicle grageado sabor hierbabuena 14 gr,14 gr,1.29,9.21,ORBIT,despensa
chicle grageado sabor menta 14 gr,14 gr,1.29,9.21,ORBIT,despensa
chicle grageado sabor tropical refresher 14 gr,14 gr,1.29,9.21,ORBIT,despensa
chicle grageado sabor menta refresher´s 14 gr,14 gr,1.29,9.21,ORBIT,despensa
chicle en grageas sabor bubblemint bote 64 gr,64 gr,3.29,51.41,ORBIT,despensa
chicles en grageas sabor eucalipto bote 64 gr,64 gr,3.29,51.41,ORBIT,despensa
chicles en grageas sabor fresa bote 64 gr,64 gr,3.29,51.41,ORBIT,despensa
chicles en grageas sabor hierbabuena bote 64 gr,64 gr,3.29,51.41,ORBIT,despensa
chicles en grageas sabor menta  bote 64 gr,64 gr,3.29,51.41,ORBIT,despensa
mini panettone choco 100 gr,100 gr,1.69,16.9,ORE LIETE,despensa
mini panettone clasico 100 gr,100 gr,1.59,15.9,ORE LIETE,despensa
cereales oreo 320 gr,320 gr,3.99,12.47,OREO,despensa
galleta rellena de crema golden 154 gr,154 gr,1.35,8.77,OREO,despensa
galleta de cacao bañada con chocolate blanco 246 gr,246 gr,3.3,13.41,OREO,despensa
galleta de cacao rellena con doble crema 157 gr,157 gr,1.59,10.12,OREO,despensa
galletas mini de cacao rellenas de crema 160 gr,160 gr,1.99,12.44,OREO,despensa
galletas de cacao rellenas de crema 154 gr,154 gr,1.35,8.77,OREO,despensa
galletas de cacao rellenas de crema 220 gr,220 gr,2.6,11.82,OREO,despensa
galletas de cacao rellenas de crema 396 gr,396 gr,3.45,8.71,OREO,despensa
ketchup 300 gr,300 gr,1.49,4.97,ORLANDO,despensa
salsa cheddar bacon bote 245 gr,245 gr,1.99,8.12,ORLANDO,despensa
tomate frito brik 350 gr,brik 350 g,0.99,2.83,ORLANDO,despensa
tomate frito brik 780 gr,brik 780 g,1.49,1.91,ORLANDO,despensa
tomate frito brik pack de 3 3 x 210 gr,3 x 210,1.99,3.16,ORLANDO,despensa
tomate frito oliva brik pack de 3 3 x 212 gr,3 x 212,2.45,3.85,ORLANDO,despensa
tomate frito pack de 3 3 x 350 gr,3 x 350,2.89,2.75,ORLANDO,despensa
tomate frito con chili picante 350 gr,350 gr,1.45,4.14,ORLANDO,despensa
tomate triturado natural lata 400 gr,lata 400 g,1.59,3.98,ORLANDO,despensa
pan molde 12 cereales y semillas 550 gr,550 gr,3.07,5.58,OROWEAT,despensa
